dd,Month,Product Category,Sales,Location
539,2022-12-01,Cigarettes,82,fail_road
540,2022-12-01,Other Tobacco,488,fail_road
541,2022-12-01,Beer,108,fail_road
542,2022-12-01,Wine,71,fail_road
543,2022-12-01,Packaged Beverages-nonalcoh,359,fail_road
544,2022-12-01,Candy,172,fail_road
545,2022-12-01,Fluid Milk Products,423,fail_road
546,2022-12-01,Other Dairy Deli,121,fail_road
547,2022-12-01,Pkg Sand Other Products,101,fail_road
548,2022-12-01,Packaged Ice Cream Novelty,365,fail_road
549,2022-12-01,Frozen Foods,301,fail_road
550,2022-12-01,Packaged Bread Comm Bakery,447,fail_road
551,2022-12-01,Salty Snacks,83,fail_road
552,2022-12-01,Packaged Sweet Snacks,168,fail_road
553,2022-12-01,Alternative Snacks,472,fail_road
554,2022-12-01,Fresh Foods - Perish Groc,415,fail_road
555,2022-12-01,Edible Grocery,159,fail_road
556,2022-12-01,Non-edible Grocery,123,fail_road
557,2022-12-01,Health And Beauty Care,206,fail_road
558,2022-12-01,General Merchandise,433,fail_road
559,2022-12-01,Publications,156,fail_road
560,2022-12-01,Automotive Products,205,fail_road
561,2022-12-01,Store Services Fee Income,350,fail_road
562,2022-12-01,Store Services Fee Inc Tax,471,fail_road
563,2022-12-01,Ice Bags,327,fail_road
564,2022-12-01,Hot Dispensed Beverages,496,fail_road
565,2022-12-01,Cold Dispensed Beverages,429,fail_road
566,2022-12-01,Frozen Dispensed Beverages,133,fail_road
567,2022-12-01,Car Wash Sls,115,fail_road
568,2022-12-01,Car Wash Vending Sales,452,fail_road
569,2022-12-01,Chilled Bev Fee,125,fail_road
570,2022-12-01,Coupons,353,fail_road
571,2022-12-01,Cravins To Order,383,fail_road
572,2022-12-01,CTO Ing Shelf Stable,437,fail_road
573,2022-12-01,Fe Gift Cards Radiant,106,fail_road
574,2022-12-01,Floral,213,fail_road
575,2022-12-01,Fresh Bakery,319,fail_road
576,2022-12-01,Gen Merch Scan Data Sales,136,fail_road
577,2022-12-01,JW European Cafe,496,fail_road
578,2022-12-01,Lottery Instant Tickets,454,fail_road
579,2022-12-01,Lottery ITVM Instant Tickets,333,fail_road
580,2022-12-01,Lottery Online Sales,442,fail_road
581,2022-12-01,Manual Fuel Radiant,293,fail_road
582,2022-12-01,Money Orders Radiant,190,fail_road
583,2022-12-01,Money Transfers,77,fail_road
584,2022-12-01,No Scan Merch Radiant,76,fail_road
585,2022-12-01,Novelty,471,fail_road
586,2022-12-01,Phone Card Fee,483,fail_road
587,2022-12-01,Supplies-retail,260,fail_road
588,2023-01-01,Cigarettes,305,fail_road
589,2023-01-01,Other Tobacco,332,fail_road
590,2023-01-01,Beer,176,fail_road
591,2023-01-01,Wine,95,fail_road
592,2023-01-01,Packaged Beverages-nonalcoh,71,fail_road
593,2023-01-01,Candy,111,fail_road
594,2023-01-01,Fluid Milk Products,279,fail_road
595,2023-01-01,Other Dairy Deli,274,fail_road
596,2023-01-01,Pkg Sand Other Products,336,fail_road
597,2023-01-01,Packaged Ice Cream Novelty,421,fail_road
598,2023-01-01,Frozen Foods,52,fail_road
599,2023-01-01,Packaged Bread Comm Bakery,53,fail_road
600,2023-01-01,Salty Snacks,284,fail_road
601,2023-01-01,Packaged Sweet Snacks,63,fail_road
602,2023-01-01,Alternative Snacks,457,fail_road
603,2023-01-01,Fresh Foods - Perish Groc,270,fail_road
604,2023-01-01,Edible Grocery,389,fail_road
605,2023-01-01,Non-edible Grocery,261,fail_road
606,2023-01-01,Health And Beauty Care,300,fail_road
607,2023-01-01,General Merchandise,331,fail_road
608,2023-01-01,Publications,241,fail_road
609,2023-01-01,Automotive Products,107,fail_road
610,2023-01-01,Store Services Fee Income,138,fail_road
611,2023-01-01,Store Services Fee Inc Tax,321,fail_road
612,2023-01-01,Ice Bags,411,fail_road
613,2023-01-01,Hot Dispensed Beverages,375,fail_road
614,2023-01-01,Cold Dispensed Beverages,98,fail_road
615,2023-01-01,Frozen Dispensed Beverages,441,fail_road
616,2023-01-01,Car Wash Sls,376,fail_road
617,2023-01-01,Car Wash Vending Sales,415,fail_road
618,2023-01-01,Chilled Bev Fee,68,fail_road
619,2023-01-01,Coupons,110,fail_road
620,2023-01-01,Cravins To Order,490,fail_road
621,2023-01-01,CTO Ing Shelf Stable,316,fail_road
622,2023-01-01,Fe Gift Cards Radiant,400,fail_road
623,2023-01-01,Floral,302,fail_road
624,2023-01-01,Fresh Bakery,343,fail_road
625,2023-01-01,Gen Merch Scan Data Sales,343,fail_road
626,2023-01-01,JW European Cafe,64,fail_road
627,2023-01-01,Lottery Instant Tickets,307,fail_road
628,2023-01-01,Lottery ITVM Instant Tickets,202,fail_road
629,2023-01-01,Lottery Online Sales,374,fail_road
630,2023-01-01,Manual Fuel Radiant,445,fail_road
631,2023-01-01,Money Orders Radiant,346,fail_road
632,2023-01-01,Money Transfers,197,fail_road
633,2023-01-01,No Scan Merch Radiant,313,fail_road
634,2023-01-01,Novelty,453,fail_road
635,2023-01-01,Phone Card Fee,98,fail_road
636,2023-01-01,Supplies-retail,323,fail_road
637,2023-02-01,Cigarettes,228,fail_road
638,2023-02-01,Other Tobacco,142,fail_road
639,2023-02-01,Beer,464,fail_road
640,2023-02-01,Wine,477,fail_road
641,2023-02-01,Packaged Beverages-nonalcoh,308,fail_road
642,2023-02-01,Candy,225,fail_road
643,2023-02-01,Fluid Milk Products,437,fail_road
644,2023-02-01,Other Dairy Deli,75,fail_road
645,2023-02-01,Pkg Sand Other Products,365,fail_road
646,2023-02-01,Packaged Ice Cream Novelty,118,fail_road
647,2023-02-01,Frozen Foods,91,fail_road
648,2023-02-01,Packaged Bread Comm Bakery,441,fail_road
649,2023-02-01,Salty Snacks,376,fail_road
650,2023-02-01,Packaged Sweet Snacks,331,fail_road
651,2023-02-01,Alternative Snacks,143,fail_road
652,2023-02-01,Fresh Foods - Perish Groc,441,fail_road
653,2023-02-01,Edible Grocery,278,fail_road
654,2023-02-01,Non-edible Grocery,466,fail_road
655,2023-02-01,Health And Beauty Care,152,fail_road
656,2023-02-01,General Merchandise,163,fail_road
657,2023-02-01,Publications,315,fail_road
658,2023-02-01,Automotive Products,131,fail_road
659,2023-02-01,Store Services Fee Income,429,fail_road
660,2023-02-01,Store Services Fee Inc Tax,261,fail_road
661,2023-02-01,Ice Bags,258,fail_road
662,2023-02-01,Hot Dispensed Beverages,167,fail_road
663,2023-02-01,Cold Dispensed Beverages,136,fail_road
664,2023-02-01,Frozen Dispensed Beverages,212,fail_road
665,2023-02-01,Car Wash Sls,230,fail_road
666,2023-02-01,Car Wash Vending Sales,101,fail_road
667,2023-02-01,Chilled Bev Fee,133,fail_road
668,2023-02-01,Coupons,380,fail_road
669,2023-02-01,Cravins To Order,280,fail_road
670,2023-02-01,CTO Ing Shelf Stable,386,fail_road
671,2023-02-01,Fe Gift Cards Radiant,284,fail_road
672,2023-02-01,Floral,337,fail_road
673,2023-02-01,Fresh Bakery,386,fail_road
674,2023-02-01,Gen Merch Scan Data Sales,367,fail_road
675,2023-02-01,JW European Cafe,491,fail_road
676,2023-02-01,Lottery Instant Tickets,139,fail_road
677,2023-02-01,Lottery ITVM Instant Tickets,338,fail_road
678,2023-02-01,Lottery Online Sales,264,fail_road
679,2023-02-01,Manual Fuel Radiant,312,fail_road
680,2023-02-01,Money Orders Radiant,344,fail_road
681,2023-02-01,Money Transfers,378,fail_road
682,2023-02-01,No Scan Merch Radiant,470,fail_road
683,2023-02-01,Novelty,122,fail_road
684,2023-02-01,Phone Card Fee,210,fail_road
685,2023-02-01,Supplies-retail,454,fail_road
686,2023-03-01,Cigarettes,462,fail_road
687,2023-03-01,Other Tobacco,152,fail_road
688,2023-03-01,Beer,256,fail_road
689,2023-03-01,Wine,201,fail_road
690,2023-03-01,Packaged Beverages-nonalcoh,158,fail_road
691,2023-03-01,Candy,202,fail_road
692,2023-03-01,Fluid Milk Products,180,fail_road
693,2023-03-01,Other Dairy Deli,208,fail_road
694,2023-03-01,Pkg Sand Other Products,340,fail_road
695,2023-03-01,Packaged Ice Cream Novelty,378,fail_road
696,2023-03-01,Frozen Foods,446,fail_road
697,2023-03-01,Packaged Bread Comm Bakery,194,fail_road
698,2023-03-01,Salty Snacks,148,fail_road
699,2023-03-01,Packaged Sweet Snacks,354,fail_road
700,2023-03-01,Alternative Snacks,419,fail_road
701,2023-03-01,Fresh Foods - Perish Groc,238,fail_road
702,2023-03-01,Edible Grocery,101,fail_road
703,2023-03-01,Non-edible Grocery,355,fail_road
704,2023-03-01,Health And Beauty Care,85,fail_road
705,2023-03-01,General Merchandise,76,fail_road
706,2023-03-01,Publications,262,fail_road
707,2023-03-01,Automotive Products,372,fail_road
708,2023-03-01,Store Services Fee Income,473,fail_road
709,2023-03-01,Store Services Fee Inc Tax,208,fail_road
710,2023-03-01,Ice Bags,465,fail_road
711,2023-03-01,Hot Dispensed Beverages,401,fail_road
712,2023-03-01,Cold Dispensed Beverages,92,fail_road
713,2023-03-01,Frozen Dispensed Beverages,70,fail_road
714,2023-03-01,Car Wash Sls,298,fail_road
715,2023-03-01,Car Wash Vending Sales,53,fail_road
716,2023-03-01,Chilled Bev Fee,171,fail_road
717,2023-03-01,Coupons,392,fail_road
718,2023-03-01,Cravins To Order,77,fail_road
719,2023-03-01,CTO Ing Shelf Stable,164,fail_road
720,2023-03-01,Fe Gift Cards Radiant,322,fail_road
721,2023-03-01,Floral,477,fail_road
722,2023-03-01,Fresh Bakery,53,fail_road
723,2023-03-01,Gen Merch Scan Data Sales,370,fail_road
724,2023-03-01,JW European Cafe,410,fail_road
725,2023-03-01,Lottery Instant Tickets,341,fail_road
726,2023-03-01,Lottery ITVM Instant Tickets,482,fail_road
727,2023-03-01,Lottery Online Sales,329,fail_road
728,2023-03-01,Manual Fuel Radiant,113,fail_road
729,2023-03-01,Money Orders Radiant,498,fail_road
730,2023-03-01,Money Transfers,243,fail_road
731,2023-03-01,No Scan Merch Radiant,403,fail_road
732,2023-03-01,Novelty,166,fail_road
733,2023-03-01,Phone Card Fee,455,fail_road
734,2023-03-01,Supplies-retail,402,fail_road
735,2023-04-01,Cigarettes,423,fail_road
736,2023-04-01,Other Tobacco,115,fail_road
737,2023-04-01,Beer,281,fail_road
738,2023-04-01,Wine,444,fail_road
739,2023-04-01,Packaged Beverages-nonalcoh,195,fail_road
740,2023-04-01,Candy,344,fail_road
741,2023-04-01,Fluid Milk Products,296,fail_road
742,2023-04-01,Other Dairy Deli,129,fail_road
743,2023-04-01,Pkg Sand Other Products,172,fail_road
744,2023-04-01,Packaged Ice Cream Novelty,344,fail_road
745,2023-04-01,Frozen Foods,171,fail_road
746,2023-04-01,Packaged Bread Comm Bakery,84,fail_road
747,2023-04-01,Salty Snacks,496,fail_road
748,2023-04-01,Packaged Sweet Snacks,64,fail_road
749,2023-04-01,Alternative Snacks,303,fail_road
750,2023-04-01,Fresh Foods - Perish Groc,159,fail_road
751,2023-04-01,Edible Grocery,190,fail_road
752,2023-04-01,Non-edible Grocery,292,fail_road
753,2023-04-01,Health And Beauty Care,114,fail_road
754,2023-04-01,General Merchandise,492,fail_road
755,2023-04-01,Publications,130,fail_road
756,2023-04-01,Automotive Products,496,fail_road
757,2023-04-01,Store Services Fee Income,216,fail_road
758,2023-04-01,Store Services Fee Inc Tax,369,fail_road
759,2023-04-01,Ice Bags,303,fail_road
760,2023-04-01,Hot Dispensed Beverages,72,fail_road
761,2023-04-01,Cold Dispensed Beverages,257,fail_road
762,2023-04-01,Frozen Dispensed Beverages,257,fail_road
763,2023-04-01,Car Wash Sls,389,fail_road
764,2023-04-01,Car Wash Vending Sales,417,fail_road
765,2023-04-01,Chilled Bev Fee,148,fail_road
766,2023-04-01,Coupons,351,fail_road
767,2023-04-01,Cravins To Order,277,fail_road
768,2023-04-01,CTO Ing Shelf Stable,67,fail_road
769,2023-04-01,Fe Gift Cards Radiant,199,fail_road
770,2023-04-01,Floral,332,fail_road
771,2023-04-01,Fresh Bakery,417,fail_road
772,2023-04-01,Gen Merch Scan Data Sales,431,fail_road
773,2023-04-01,JW European Cafe,463,fail_road
774,2023-04-01,Lottery Instant Tickets,405,fail_road
775,2023-04-01,Lottery ITVM Instant Tickets,416,fail_road
776,2023-04-01,Lottery Online Sales,212,fail_road
777,2023-04-01,Manual Fuel Radiant,270,fail_road
778,2023-04-01,Money Orders Radiant,365,fail_road
779,2023-04-01,Money Transfers,135,fail_road
780,2023-04-01,No Scan Merch Radiant,214,fail_road
781,2023-04-01,Novelty,396,fail_road
782,2023-04-01,Phone Card Fee,109,fail_road
783,2023-04-01,Supplies-retail,452,fail_road
784,2023-05-01,Cigarettes,448,fail_road
785,2023-05-01,Other Tobacco,169,fail_road
786,2023-05-01,Beer,52,fail_road
787,2023-05-01,Wine,396,fail_road
788,2023-05-01,Packaged Beverages-nonalcoh,356,fail_road
789,2023-05-01,Candy,309,fail_road
790,2023-05-01,Fluid Milk Products,424,fail_road
791,2023-05-01,Other Dairy Deli,94,fail_road
792,2023-05-01,Pkg Sand Other Products,276,fail_road
793,2023-05-01,Packaged Ice Cream Novelty,301,fail_road
794,2023-05-01,Frozen Foods,213,fail_road
795,2023-05-01,Packaged Bread Comm Bakery,83,fail_road
796,2023-05-01,Salty Snacks,477,fail_road
797,2023-05-01,Packaged Sweet Snacks,279,fail_road
798,2023-05-01,Alternative Snacks,329,fail_road
799,2023-05-01,Fresh Foods - Perish Groc,455,fail_road
800,2023-05-01,Edible Grocery,251,fail_road
801,2023-05-01,Non-edible Grocery,195,fail_road
802,2023-05-01,Health And Beauty Care,65,fail_road
803,2023-05-01,General Merchandise,106,fail_road
804,2023-05-01,Publications,343,fail_road
805,2023-05-01,Automotive Products,198,fail_road
806,2023-05-01,Store Services Fee Income,491,fail_road
807,2023-05-01,Store Services Fee Inc Tax,410,fail_road
808,2023-05-01,Ice Bags,306,fail_road
809,2023-05-01,Hot Dispensed Beverages,290,fail_road
810,2023-05-01,Cold Dispensed Beverages,349,fail_road
811,2023-05-01,Frozen Dispensed Beverages,65,fail_road
812,2023-05-01,Car Wash Sls,116,fail_road
813,2023-05-01,Car Wash Vending Sales,417,fail_road
814,2023-05-01,Chilled Bev Fee,261,fail_road
815,2023-05-01,Coupons,342,fail_road
816,2023-05-01,Cravins To Order,325,fail_road
817,2023-05-01,CTO Ing Shelf Stable,438,fail_road
818,2023-05-01,Fe Gift Cards Radiant,133,fail_road
819,2023-05-01,Floral,324,fail_road
820,2023-05-01,Fresh Bakery,393,fail_road
821,2023-05-01,Gen Merch Scan Data Sales,143,fail_road
822,2023-05-01,JW European Cafe,146,fail_road
823,2023-05-01,Lottery Instant Tickets,449,fail_road
824,2023-05-01,Lottery ITVM Instant Tickets,316,fail_road
825,2023-05-01,Lottery Online Sales,254,fail_road
826,2023-05-01,Manual Fuel Radiant,66,fail_road
827,2023-05-01,Money Orders Radiant,238,fail_road
828,2023-05-01,Money Transfers,205,fail_road
829,2023-05-01,No Scan Merch Radiant,445,fail_road
830,2023-05-01,Novelty,414,fail_road
831,2023-05-01,Phone Card Fee,353,fail_road
832,2023-05-01,Supplies-retail,173,fail_road
833,2023-06-01,Cigarettes,92,fail_road
834,2023-06-01,Other Tobacco,139,fail_road
835,2023-06-01,Beer,108,fail_road
836,2023-06-01,Wine,415,fail_road
837,2023-06-01,Packaged Beverages-nonalcoh,69,fail_road
838,2023-06-01,Candy,153,fail_road
839,2023-06-01,Fluid Milk Products,139,fail_road
840,2023-06-01,Other Dairy Deli,381,fail_road
841,2023-06-01,Pkg Sand Other Products,463,fail_road
842,2023-06-01,Packaged Ice Cream Novelty,341,fail_road
843,2023-06-01,Frozen Foods,132,fail_road
844,2023-06-01,Packaged Bread Comm Bakery,344,fail_road
845,2023-06-01,Salty Snacks,177,fail_road
846,2023-06-01,Packaged Sweet Snacks,493,fail_road
847,2023-06-01,Alternative Snacks,144,fail_road
848,2023-06-01,Fresh Foods - Perish Groc,404,fail_road
849,2023-06-01,Edible Grocery,324,fail_road
850,2023-06-01,Non-edible Grocery,353,fail_road
851,2023-06-01,Health And Beauty Care,116,fail_road
852,2023-06-01,General Merchandise,276,fail_road
853,2023-06-01,Publications,471,fail_road
854,2023-06-01,Automotive Products,229,fail_road
855,2023-06-01,Store Services Fee Income,220,fail_road
856,2023-06-01,Store Services Fee Inc Tax,168,fail_road
857,2023-06-01,Ice Bags,105,fail_road
858,2023-06-01,Hot Dispensed Beverages,397,fail_road
859,2023-06-01,Cold Dispensed Beverages,449,fail_road
860,2023-06-01,Frozen Dispensed Beverages,135,fail_road
861,2023-06-01,Car Wash Sls,159,fail_road
862,2023-06-01,Car Wash Vending Sales,385,fail_road
863,2023-06-01,Chilled Bev Fee,54,fail_road
864,2023-06-01,Coupons,155,fail_road
865,2023-06-01,Cravins To Order,213,fail_road
866,2023-06-01,CTO Ing Shelf Stable,347,fail_road
867,2023-06-01,Fe Gift Cards Radiant,148,fail_road
868,2023-06-01,Floral,66,fail_road
869,2023-06-01,Fresh Bakery,445,fail_road
870,2023-06-01,Gen Merch Scan Data Sales,261,fail_road
871,2023-06-01,JW European Cafe,334,fail_road
872,2023-06-01,Lottery Instant Tickets,333,fail_road
873,2023-06-01,Lottery ITVM Instant Tickets,51,fail_road
874,2023-06-01,Lottery Online Sales,272,fail_road
875,2023-06-01,Manual Fuel Radiant,95,fail_road
876,2023-06-01,Money Orders Radiant,457,fail_road
877,2023-06-01,Money Transfers,252,fail_road
878,2023-06-01,No Scan Merch Radiant,74,fail_road
879,2023-06-01,Novelty,421,fail_road
880,2023-06-01,Phone Card Fee,377,fail_road
881,2023-06-01,Supplies-retail,438,fail_road
882,2023-07-01,Cigarettes,352,fail_road
883,2023-07-01,Other Tobacco,362,fail_road
884,2023-07-01,Beer,493,fail_road
885,2023-07-01,Wine,350,fail_road
886,2023-07-01,Packaged Beverages-nonalcoh,246,fail_road
887,2023-07-01,Candy,165,fail_road
888,2023-07-01,Fluid Milk Products,493,fail_road
889,2023-07-01,Other Dairy Deli,206,fail_road
890,2023-07-01,Pkg Sand Other Products,467,fail_road
891,2023-07-01,Packaged Ice Cream Novelty,135,fail_road
892,2023-07-01,Frozen Foods,68,fail_road
893,2023-07-01,Packaged Bread Comm Bakery,252,fail_road
894,2023-07-01,Salty Snacks,130,fail_road
895,2023-07-01,Packaged Sweet Snacks,279,fail_road
896,2023-07-01,Alternative Snacks,61,fail_road
897,2023-07-01,Fresh Foods - Perish Groc,371,fail_road
898,2023-07-01,Edible Grocery,412,fail_road
899,2023-07-01,Non-edible Grocery,244,fail_road
900,2023-07-01,Health And Beauty Care,204,fail_road
901,2023-07-01,General Merchandise,387,fail_road
902,2023-07-01,Publications,161,fail_road
903,2023-07-01,Automotive Products,289,fail_road
904,2023-07-01,Store Services Fee Income,345,fail_road
905,2023-07-01,Store Services Fee Inc Tax,423,fail_road
906,2023-07-01,Ice Bags,384,fail_road
907,2023-07-01,Hot Dispensed Beverages,304,fail_road
908,2023-07-01,Cold Dispensed Beverages,310,fail_road
909,2023-07-01,Frozen Dispensed Beverages,244,fail_road
910,2023-07-01,Car Wash Sls,208,fail_road
911,2023-07-01,Car Wash Vending Sales,350,fail_road
912,2023-07-01,Chilled Bev Fee,160,fail_road
913,2023-07-01,Coupons,195,fail_road
914,2023-07-01,Cravins To Order,78,fail_road
915,2023-07-01,CTO Ing Shelf Stable,208,fail_road
916,2023-07-01,Fe Gift Cards Radiant,63,fail_road
917,2023-07-01,Floral,264,fail_road
918,2023-07-01,Fresh Bakery,360,fail_road
919,2023-07-01,Gen Merch Scan Data Sales,382,fail_road
920,2023-07-01,JW European Cafe,298,fail_road
921,2023-07-01,Lottery Instant Tickets,400,fail_road
922,2023-07-01,Lottery ITVM Instant Tickets,128,fail_road
923,2023-07-01,Lottery Online Sales,499,fail_road
924,2023-07-01,Manual Fuel Radiant,406,fail_road
925,2023-07-01,Money Orders Radiant,391,fail_road
926,2023-07-01,Money Transfers,328,fail_road
927,2023-07-01,No Scan Merch Radiant,253,fail_road
928,2023-07-01,Novelty,173,fail_road
929,2023-07-01,Phone Card Fee,144,fail_road
930,2023-07-01,Supplies-retail,466,fail_road
931,2023-08-01,Cigarettes,94,fail_road
932,2023-08-01,Other Tobacco,56,fail_road
933,2023-08-01,Beer,87,fail_road
934,2023-08-01,Wine,60,fail_road
935,2023-08-01,Packaged Beverages-nonalcoh,289,fail_road
936,2023-08-01,Candy,56,fail_road
937,2023-08-01,Fluid Milk Products,278,fail_road
938,2023-08-01,Other Dairy Deli,115,fail_road
939,2023-08-01,Pkg Sand Other Products,418,fail_road
940,2023-08-01,Packaged Ice Cream Novelty,258,fail_road
941,2023-08-01,Frozen Foods,303,fail_road
942,2023-08-01,Packaged Bread Comm Bakery,303,fail_road
943,2023-08-01,Salty Snacks,355,fail_road
944,2023-08-01,Packaged Sweet Snacks,99,fail_road
945,2023-08-01,Alternative Snacks,284,fail_road
946,2023-08-01,Fresh Foods - Perish Groc,466,fail_road
947,2023-08-01,Edible Grocery,311,fail_road
948,2023-08-01,Non-edible Grocery,140,fail_road
949,2023-08-01,Health And Beauty Care,475,fail_road
950,2023-08-01,General Merchandise,488,fail_road
951,2023-08-01,Publications,392,fail_road
952,2023-08-01,Automotive Products,329,fail_road
953,2023-08-01,Store Services Fee Income,152,fail_road
954,2023-08-01,Store Services Fee Inc Tax,410,fail_road
955,2023-08-01,Ice Bags,401,fail_road
956,2023-08-01,Hot Dispensed Beverages,345,fail_road
957,2023-08-01,Cold Dispensed Beverages,214,fail_road
958,2023-08-01,Frozen Dispensed Beverages,369,fail_road
959,2023-08-01,Car Wash Sls,470,fail_road
960,2023-08-01,Car Wash Vending Sales,215,fail_road
961,2023-08-01,Chilled Bev Fee,228,fail_road
962,2023-08-01,Coupons,189,fail_road
963,2023-08-01,Cravins To Order,488,fail_road
964,2023-08-01,CTO Ing Shelf Stable,335,fail_road
965,2023-08-01,Fe Gift Cards Radiant,75,fail_road
966,2023-08-01,Floral,299,fail_road
967,2023-08-01,Fresh Bakery,180,fail_road
968,2023-08-01,Gen Merch Scan Data Sales,228,fail_road
969,2023-08-01,JW European Cafe,107,fail_road
970,2023-08-01,Lottery Instant Tickets,432,fail_road
971,2023-08-01,Lottery ITVM Instant Tickets,108,fail_road
972,2023-08-01,Lottery Online Sales,70,fail_road
973,2023-08-01,Manual Fuel Radiant,307,fail_road
974,2023-08-01,Money Orders Radiant,62,fail_road
975,2023-08-01,Money Transfers,81,fail_road
976,2023-08-01,No Scan Merch Radiant,179,fail_road
977,2023-08-01,Novelty,492,fail_road
978,2023-08-01,Phone Card Fee,60,fail_road
979,2023-08-01,Supplies-retail,410,fail_road
980,2023-09-01,Cigarettes,468,fail_road
981,2023-09-01,Other Tobacco,242,fail_road
982,2023-09-01,Beer,481,fail_road
983,2023-09-01,Wine,107,fail_road
984,2023-09-01,Packaged Beverages-nonalcoh,178,fail_road
985,2023-09-01,Candy,155,fail_road
986,2023-09-01,Fluid Milk Products,86,fail_road
987,2023-09-01,Other Dairy Deli,329,fail_road
988,2023-09-01,Pkg Sand Other Products,233,fail_road
989,2023-09-01,Packaged Ice Cream Novelty,224,fail_road
990,2023-09-01,Frozen Foods,61,fail_road
991,2023-09-01,Packaged Bread Comm Bakery,242,fail_road
992,2023-09-01,Salty Snacks,61,fail_road
993,2023-09-01,Packaged Sweet Snacks,454,fail_road
994,2023-09-01,Alternative Snacks,97,fail_road
995,2023-09-01,Fresh Foods - Perish Groc,167,fail_road
996,2023-09-01,Edible Grocery,78,fail_road
997,2023-09-01,Non-edible Grocery,458,fail_road
998,2023-09-01,Health And Beauty Care,395,fail_road
999,2023-09-01,General Merchandise,429,fail_road
1000,2023-09-01,Publications,421,fail_road
1001,2023-09-01,Automotive Products,103,fail_road
1002,2023-09-01,Store Services Fee Income,146,fail_road
1003,2023-09-01,Store Services Fee Inc Tax,212,fail_road
1004,2023-09-01,Ice Bags,273,fail_road
1005,2023-09-01,Hot Dispensed Beverages,263,fail_road
1006,2023-09-01,Cold Dispensed Beverages,139,fail_road
1007,2023-09-01,Frozen Dispensed Beverages,73,fail_road
1008,2023-09-01,Car Wash Sls,146,fail_road
1009,2023-09-01,Car Wash Vending Sales,87,fail_road
1010,2023-09-01,Chilled Bev Fee,449,fail_road
1011,2023-09-01,Coupons,404,fail_road
1012,2023-09-01,Cravins To Order,56,fail_road
1013,2023-09-01,CTO Ing Shelf Stable,485,fail_road
1014,2023-09-01,Fe Gift Cards Radiant,263,fail_road
1015,2023-09-01,Floral,493,fail_road
1016,2023-09-01,Fresh Bakery,203,fail_road
1017,2023-09-01,Gen Merch Scan Data Sales,219,fail_road
1018,2023-09-01,JW European Cafe,216,fail_road
1019,2023-09-01,Lottery Instant Tickets,458,fail_road
1020,2023-09-01,Lottery ITVM Instant Tickets,210,fail_road
1021,2023-09-01,Lottery Online Sales,73,fail_road
1022,2023-09-01,Manual Fuel Radiant,190,fail_road
1023,2023-09-01,Money Orders Radiant,331,fail_road
1024,2023-09-01,Money Transfers,173,fail_road
1025,2023-09-01,No Scan Merch Radiant,258,fail_road
1026,2023-09-01,Novelty,80,fail_road
1027,2023-09-01,Phone Card Fee,101,fail_road
1028,2023-09-01,Supplies-retail,434,fail_road
1029,2023-10-01,Cigarettes,359,fail_road
1030,2023-10-01,Other Tobacco,198,fail_road
1031,2023-10-01,Beer,151,fail_road
1032,2023-10-01,Wine,99,fail_road
1033,2023-10-01,Packaged Beverages-nonalcoh,135,fail_road
1034,2023-10-01,Candy,187,fail_road
1035,2023-10-01,Fluid Milk Products,373,fail_road
1036,2023-10-01,Other Dairy Deli,441,fail_road
1037,2023-10-01,Pkg Sand Other Products,300,fail_road
1038,2023-10-01,Packaged Ice Cream Novelty,176,fail_road
1039,2023-10-01,Frozen Foods,67,fail_road
1040,2023-10-01,Packaged Bread Comm Bakery,169,fail_road
1041,2023-10-01,Salty Snacks,114,fail_road
1042,2023-10-01,Packaged Sweet Snacks,467,fail_road
1043,2023-10-01,Alternative Snacks,111,fail_road
1044,2023-10-01,Fresh Foods - Perish Groc,114,fail_road
1045,2023-10-01,Edible Grocery,142,fail_road
1046,2023-10-01,Non-edible Grocery,308,fail_road
1047,2023-10-01,Health And Beauty Care,56,fail_road
1048,2023-10-01,General Merchandise,171,fail_road
1049,2023-10-01,Publications,249,fail_road
1050,2023-10-01,Automotive Products,493,fail_road
1051,2023-10-01,Store Services Fee Income,96,fail_road
1052,2023-10-01,Store Services Fee Inc Tax,291,fail_road
1053,2023-10-01,Ice Bags,497,fail_road
1054,2023-10-01,Hot Dispensed Beverages,62,fail_road
1055,2023-10-01,Cold Dispensed Beverages,109,fail_road
1056,2023-10-01,Frozen Dispensed Beverages,125,fail_road
1057,2023-10-01,Car Wash Sls,448,fail_road
1058,2023-10-01,Car Wash Vending Sales,58,fail_road
1059,2023-10-01,Chilled Bev Fee,172,fail_road
1060,2023-10-01,Coupons,293,fail_road
1061,2023-10-01,Cravins To Order,343,fail_road
1062,2023-10-01,CTO Ing Shelf Stable,134,fail_road
1063,2023-10-01,Fe Gift Cards Radiant,62,fail_road
1064,2023-10-01,Floral,368,fail_road
1065,2023-10-01,Fresh Bakery,248,fail_road
1066,2023-10-01,Gen Merch Scan Data Sales,484,fail_road
1067,2023-10-01,JW European Cafe,183,fail_road
1068,2023-10-01,Lottery Instant Tickets,241,fail_road
1069,2023-10-01,Lottery ITVM Instant Tickets,223,fail_road
1070,2023-10-01,Lottery Online Sales,359,fail_road
1071,2023-10-01,Manual Fuel Radiant,435,fail_road
1072,2023-10-01,Money Orders Radiant,429,fail_road
1073,2023-10-01,Money Transfers,405,fail_road
1074,2023-10-01,No Scan Merch Radiant,284,fail_road
