,Month,Product Category,Sales,Location
519,2022-11-01,Car Wash Vending Sales,487,ameriplex
520,2022-11-01,Chilled Bev Fee,290,ameriplex
521,2022-11-01,Coupons,374,ameriplex
522,2022-11-01,Cravins To Order,472,ameriplex
523,2022-11-01,CTO Ing Shelf Stable,163,ameriplex
524,2022-11-01,Fe Gift Cards Radiant,178,ameriplex
525,2022-11-01,Floral,363,ameriplex
526,2022-11-01,Fresh Bakery,410,ameriplex
527,2022-11-01,Gen Merch Scan Data Sales,355,ameriplex
528,2022-11-01,JW European Cafe,130,ameriplex
529,2022-11-01,Lottery Instant Tickets,249,ameriplex
530,2022-11-01,Lottery ITVM Instant Tickets,224,ameriplex
531,2022-11-01,Lottery Online Sales,189,ameriplex
532,2022-11-01,Manual Fuel Radiant,76,ameriplex
533,2022-11-01,Money Orders Radiant,274,ameriplex
534,2022-11-01,Money Transfers,427,ameriplex
535,2022-11-01,No Scan Merch Radiant,384,ameriplex
536,2022-11-01,Novelty,182,ameriplex
537,2022-11-01,Phone Card Fee,271,ameriplex
538,2022-11-01,Supplies-retail,290,ameriplex
539,2022-12-01,Cigarettes,180,ameriplex
540,2022-12-01,Other Tobacco,400,ameriplex
541,2022-12-01,Beer,236,ameriplex
542,2022-12-01,Wine,454,ameriplex
543,2022-12-01,Packaged Beverages-nonalcoh,232,ameriplex
544,2022-12-01,Candy,305,ameriplex
545,2022-12-01,Fluid Milk Products,50,ameriplex
546,2022-12-01,Other Dairy Deli,258,ameriplex
547,2022-12-01,Pkg Sand Other Products,472,ameriplex
548,2022-12-01,Packaged Ice Cream Novelty,267,ameriplex
549,2022-12-01,Frozen Foods,264,ameriplex
550,2022-12-01,Packaged Bread Comm Bakery,453,ameriplex
551,2022-12-01,Salty Snacks,272,ameriplex
552,2022-12-01,Packaged Sweet Snacks,380,ameriplex
553,2022-12-01,Alternative Snacks,275,ameriplex
554,2022-12-01,Fresh Foods - Perish Groc,283,ameriplex
555,2022-12-01,Edible Grocery,306,ameriplex
556,2022-12-01,Non-edible Grocery,305,ameriplex
557,2022-12-01,Health And Beauty Care,426,ameriplex
558,2022-12-01,General Merchandise,405,ameriplex
559,2022-12-01,Publications,230,ameriplex
560,2022-12-01,Automotive Products,314,ameriplex
561,2022-12-01,Store Services Fee Income,104,ameriplex
562,2022-12-01,Store Services Fee Inc Tax,62,ameriplex
563,2022-12-01,Ice Bags,65,ameriplex
564,2022-12-01,Hot Dispensed Beverages,61,ameriplex
565,2022-12-01,Cold Dispensed Beverages,472,ameriplex
566,2022-12-01,Frozen Dispensed Beverages,155,ameriplex
567,2022-12-01,Car Wash Sls,313,ameriplex
568,2022-12-01,Car Wash Vending Sales,471,ameriplex
569,2022-12-01,Chilled Bev Fee,107,ameriplex
570,2022-12-01,Coupons,158,ameriplex
571,2022-12-01,Cravins To Order,158,ameriplex
572,2022-12-01,CTO Ing Shelf Stable,242,ameriplex
573,2022-12-01,Fe Gift Cards Radiant,354,ameriplex
574,2022-12-01,Floral,76,ameriplex
575,2022-12-01,Fresh Bakery,307,ameriplex
576,2022-12-01,Gen Merch Scan Data Sales,185,ameriplex
577,2022-12-01,JW European Cafe,256,ameriplex
578,2022-12-01,Lottery Instant Tickets,294,ameriplex
579,2022-12-01,Lottery ITVM Instant Tickets,420,ameriplex
580,2022-12-01,Lottery Online Sales,80,ameriplex
581,2022-12-01,Manual Fuel Radiant,71,ameriplex
582,2022-12-01,Money Orders Radiant,231,ameriplex
583,2022-12-01,Money Transfers,389,ameriplex
584,2022-12-01,No Scan Merch Radiant,278,ameriplex
585,2022-12-01,Novelty,313,ameriplex
586,2022-12-01,Phone Card Fee,176,ameriplex
587,2022-12-01,Supplies-retail,393,ameriplex
588,2023-01-01,Cigarettes,383,ameriplex
589,2023-01-01,Other Tobacco,348,ameriplex
590,2023-01-01,Beer,349,ameriplex
591,2023-01-01,Wine,92,ameriplex
592,2023-01-01,Packaged Beverages-nonalcoh,319,ameriplex
593,2023-01-01,Candy,269,ameriplex
594,2023-01-01,Fluid Milk Products,332,ameriplex
595,2023-01-01,Other Dairy Deli,492,ameriplex
596,2023-01-01,Pkg Sand Other Products,165,ameriplex
597,2023-01-01,Packaged Ice Cream Novelty,111,ameriplex
598,2023-01-01,Frozen Foods,481,ameriplex
599,2023-01-01,Packaged Bread Comm Bakery,494,ameriplex
600,2023-01-01,Salty Snacks,63,ameriplex
601,2023-01-01,Packaged Sweet Snacks,70,ameriplex
602,2023-01-01,Alternative Snacks,497,ameriplex
603,2023-01-01,Fresh Foods - Perish Groc,233,ameriplex
604,2023-01-01,Edible Grocery,218,ameriplex
605,2023-01-01,Non-edible Grocery,106,ameriplex
606,2023-01-01,Health And Beauty Care,383,ameriplex
607,2023-01-01,General Merchandise,344,ameriplex
608,2023-01-01,Publications,395,ameriplex
609,2023-01-01,Automotive Products,260,ameriplex
610,2023-01-01,Store Services Fee Income,125,ameriplex
611,2023-01-01,Store Services Fee Inc Tax,182,ameriplex
612,2023-01-01,Ice Bags,259,ameriplex
613,2023-01-01,Hot Dispensed Beverages,134,ameriplex
614,2023-01-01,Cold Dispensed Beverages,254,ameriplex
615,2023-01-01,Frozen Dispensed Beverages,154,ameriplex
616,2023-01-01,Car Wash Sls,137,ameriplex
617,2023-01-01,Car Wash Vending Sales,464,ameriplex
618,2023-01-01,Chilled Bev Fee,193,ameriplex
619,2023-01-01,Coupons,101,ameriplex
620,2023-01-01,Cravins To Order,374,ameriplex
621,2023-01-01,CTO Ing Shelf Stable,435,ameriplex
622,2023-01-01,Fe Gift Cards Radiant,175,ameriplex
623,2023-01-01,Floral,461,ameriplex
624,2023-01-01,Fresh Bakery,147,ameriplex
625,2023-01-01,Gen Merch Scan Data Sales,482,ameriplex
626,2023-01-01,JW European Cafe,393,ameriplex
627,2023-01-01,Lottery Instant Tickets,432,ameriplex
628,2023-01-01,Lottery ITVM Instant Tickets,365,ameriplex
629,2023-01-01,Lottery Online Sales,270,ameriplex
630,2023-01-01,Manual Fuel Radiant,374,ameriplex
631,2023-01-01,Money Orders Radiant,445,ameriplex
632,2023-01-01,Money Transfers,152,ameriplex
633,2023-01-01,No Scan Merch Radiant,63,ameriplex
634,2023-01-01,Novelty,215,ameriplex
635,2023-01-01,Phone Card Fee,311,ameriplex
636,2023-01-01,Supplies-retail,304,ameriplex
637,2023-02-01,Cigarettes,469,ameriplex
638,2023-02-01,Other Tobacco,185,ameriplex
639,2023-02-01,Beer,447,ameriplex
640,2023-02-01,Wine,174,ameriplex
641,2023-02-01,Packaged Beverages-nonalcoh,462,ameriplex
642,2023-02-01,Candy,459,ameriplex
643,2023-02-01,Fluid Milk Products,205,ameriplex
644,2023-02-01,Other Dairy Deli,334,ameriplex
645,2023-02-01,Pkg Sand Other Products,83,ameriplex
646,2023-02-01,Packaged Ice Cream Novelty,288,ameriplex
647,2023-02-01,Frozen Foods,447,ameriplex
648,2023-02-01,Packaged Bread Comm Bakery,248,ameriplex
649,2023-02-01,Salty Snacks,171,ameriplex
650,2023-02-01,Packaged Sweet Snacks,324,ameriplex
651,2023-02-01,Alternative Snacks,296,ameriplex
652,2023-02-01,Fresh Foods - Perish Groc,344,ameriplex
653,2023-02-01,Edible Grocery,363,ameriplex
654,2023-02-01,Non-edible Grocery,378,ameriplex
655,2023-02-01,Health And Beauty Care,487,ameriplex
656,2023-02-01,General Merchandise,222,ameriplex
657,2023-02-01,Publications,227,ameriplex
658,2023-02-01,Automotive Products,363,ameriplex
659,2023-02-01,Store Services Fee Income,392,ameriplex
660,2023-02-01,Store Services Fee Inc Tax,212,ameriplex
661,2023-02-01,Ice Bags,222,ameriplex
662,2023-02-01,Hot Dispensed Beverages,348,ameriplex
663,2023-02-01,Cold Dispensed Beverages,51,ameriplex
664,2023-02-01,Frozen Dispensed Beverages,331,ameriplex
665,2023-02-01,Car Wash Sls,76,ameriplex
666,2023-02-01,Car Wash Vending Sales,286,ameriplex
667,2023-02-01,Chilled Bev Fee,86,ameriplex
668,2023-02-01,Coupons,52,ameriplex
669,2023-02-01,Cravins To Order,319,ameriplex
670,2023-02-01,CTO Ing Shelf Stable,162,ameriplex
671,2023-02-01,Fe Gift Cards Radiant,461,ameriplex
672,2023-02-01,Floral,346,ameriplex
673,2023-02-01,Fresh Bakery,465,ameriplex
674,2023-02-01,Gen Merch Scan Data Sales,373,ameriplex
675,2023-02-01,JW European Cafe,387,ameriplex
676,2023-02-01,Lottery Instant Tickets,260,ameriplex
677,2023-02-01,Lottery ITVM Instant Tickets,294,ameriplex
678,2023-02-01,Lottery Online Sales,195,ameriplex
679,2023-02-01,Manual Fuel Radiant,319,ameriplex
680,2023-02-01,Money Orders Radiant,483,ameriplex
681,2023-02-01,Money Transfers,299,ameriplex
682,2023-02-01,No Scan Merch Radiant,381,ameriplex
683,2023-02-01,Novelty,97,ameriplex
684,2023-02-01,Phone Card Fee,174,ameriplex
685,2023-02-01,Supplies-retail,279,ameriplex
686,2023-03-01,Cigarettes,273,ameriplex
687,2023-03-01,Other Tobacco,313,ameriplex
688,2023-03-01,Beer,393,ameriplex
689,2023-03-01,Wine,354,ameriplex
690,2023-03-01,Packaged Beverages-nonalcoh,299,ameriplex
691,2023-03-01,Candy,347,ameriplex
692,2023-03-01,Fluid Milk Products,231,ameriplex
693,2023-03-01,Other Dairy Deli,467,ameriplex
694,2023-03-01,Pkg Sand Other Products,53,ameriplex
695,2023-03-01,Packaged Ice Cream Novelty,174,ameriplex
696,2023-03-01,Frozen Foods,70,ameriplex
697,2023-03-01,Packaged Bread Comm Bakery,382,ameriplex
698,2023-03-01,Salty Snacks,431,ameriplex
699,2023-03-01,Packaged Sweet Snacks,455,ameriplex
700,2023-03-01,Alternative Snacks,75,ameriplex
701,2023-03-01,Fresh Foods - Perish Groc,75,ameriplex
702,2023-03-01,Edible Grocery,418,ameriplex
703,2023-03-01,Non-edible Grocery,168,ameriplex
704,2023-03-01,Health And Beauty Care,135,ameriplex
705,2023-03-01,General Merchandise,63,ameriplex
706,2023-03-01,Publications,447,ameriplex
707,2023-03-01,Automotive Products,150,ameriplex
708,2023-03-01,Store Services Fee Income,287,ameriplex
709,2023-03-01,Store Services Fee Inc Tax,338,ameriplex
710,2023-03-01,Ice Bags,344,ameriplex
711,2023-03-01,Hot Dispensed Beverages,485,ameriplex
712,2023-03-01,Cold Dispensed Beverages,76,ameriplex
713,2023-03-01,Frozen Dispensed Beverages,410,ameriplex
714,2023-03-01,Car Wash Sls,475,ameriplex
715,2023-03-01,Car Wash Vending Sales,110,ameriplex
716,2023-03-01,Chilled Bev Fee,408,ameriplex
717,2023-03-01,Coupons,222,ameriplex
718,2023-03-01,Cravins To Order,75,ameriplex
719,2023-03-01,CTO Ing Shelf Stable,347,ameriplex
720,2023-03-01,Fe Gift Cards Radiant,104,ameriplex
721,2023-03-01,Floral,433,ameriplex
722,2023-03-01,Fresh Bakery,62,ameriplex
723,2023-03-01,Gen Merch Scan Data Sales,59,ameriplex
724,2023-03-01,JW European Cafe,377,ameriplex
725,2023-03-01,Lottery Instant Tickets,261,ameriplex
726,2023-03-01,Lottery ITVM Instant Tickets,171,ameriplex
727,2023-03-01,Lottery Online Sales,92,ameriplex
728,2023-03-01,Manual Fuel Radiant,386,ameriplex
729,2023-03-01,Money Orders Radiant,118,ameriplex
730,2023-03-01,Money Transfers,373,ameriplex
731,2023-03-01,No Scan Merch Radiant,94,ameriplex
732,2023-03-01,Novelty,205,ameriplex
733,2023-03-01,Phone Card Fee,438,ameriplex
734,2023-03-01,Supplies-retail,393,ameriplex
735,2023-04-01,Cigarettes,185,ameriplex
736,2023-04-01,Other Tobacco,76,ameriplex
737,2023-04-01,Beer,74,ameriplex
738,2023-04-01,Wine,146,ameriplex
739,2023-04-01,Packaged Beverages-nonalcoh,76,ameriplex
740,2023-04-01,Candy,461,ameriplex
741,2023-04-01,Fluid Milk Products,498,ameriplex
742,2023-04-01,Other Dairy Deli,140,ameriplex
743,2023-04-01,Pkg Sand Other Products,186,ameriplex
744,2023-04-01,Packaged Ice Cream Novelty,339,ameriplex
745,2023-04-01,Frozen Foods,122,ameriplex
746,2023-04-01,Packaged Bread Comm Bakery,66,ameriplex
747,2023-04-01,Salty Snacks,453,ameriplex
748,2023-04-01,Packaged Sweet Snacks,348,ameriplex
749,2023-04-01,Alternative Snacks,477,ameriplex
750,2023-04-01,Fresh Foods - Perish Groc,240,ameriplex
751,2023-04-01,Edible Grocery,322,ameriplex
752,2023-04-01,Non-edible Grocery,386,ameriplex
753,2023-04-01,Health And Beauty Care,76,ameriplex
754,2023-04-01,General Merchandise,257,ameriplex
755,2023-04-01,Publications,137,ameriplex
756,2023-04-01,Automotive Products,315,ameriplex
757,2023-04-01,Store Services Fee Income,375,ameriplex
758,2023-04-01,Store Services Fee Inc Tax,119,ameriplex
759,2023-04-01,Ice Bags,414,ameriplex
760,2023-04-01,Hot Dispensed Beverages,304,ameriplex
761,2023-04-01,Cold Dispensed Beverages,62,ameriplex
762,2023-04-01,Frozen Dispensed Beverages,283,ameriplex
763,2023-04-01,Car Wash Sls,101,ameriplex
764,2023-04-01,Car Wash Vending Sales,385,ameriplex
765,2023-04-01,Chilled Bev Fee,435,ameriplex
766,2023-04-01,Coupons,103,ameriplex
767,2023-04-01,Cravins To Order,274,ameriplex
768,2023-04-01,CTO Ing Shelf Stable,454,ameriplex
769,2023-04-01,Fe Gift Cards Radiant,270,ameriplex
770,2023-04-01,Floral,411,ameriplex
771,2023-04-01,Fresh Bakery,336,ameriplex
772,2023-04-01,Gen Merch Scan Data Sales,110,ameriplex
773,2023-04-01,JW European Cafe,320,ameriplex
774,2023-04-01,Lottery Instant Tickets,382,ameriplex
775,2023-04-01,Lottery ITVM Instant Tickets,479,ameriplex
776,2023-04-01,Lottery Online Sales,130,ameriplex
777,2023-04-01,Manual Fuel Radiant,290,ameriplex
778,2023-04-01,Money Orders Radiant,353,ameriplex
779,2023-04-01,Money Transfers,383,ameriplex
780,2023-04-01,No Scan Merch Radiant,290,ameriplex
781,2023-04-01,Novelty,222,ameriplex
782,2023-04-01,Phone Card Fee,441,ameriplex
783,2023-04-01,Supplies-retail,251,ameriplex
784,2023-05-01,Cigarettes,356,ameriplex
785,2023-05-01,Other Tobacco,487,ameriplex
786,2023-05-01,Beer,329,ameriplex
787,2023-05-01,Wine,362,ameriplex
788,2023-05-01,Packaged Beverages-nonalcoh,241,ameriplex
789,2023-05-01,Candy,119,ameriplex
790,2023-05-01,Fluid Milk Products,171,ameriplex
791,2023-05-01,Other Dairy Deli,201,ameriplex
792,2023-05-01,Pkg Sand Other Products,205,ameriplex
793,2023-05-01,Packaged Ice Cream Novelty,387,ameriplex
794,2023-05-01,Frozen Foods,338,ameriplex
795,2023-05-01,Packaged Bread Comm Bakery,292,ameriplex
796,2023-05-01,Salty Snacks,68,ameriplex
797,2023-05-01,Packaged Sweet Snacks,100,ameriplex
798,2023-05-01,Alternative Snacks,110,ameriplex
799,2023-05-01,Fresh Foods - Perish Groc,51,ameriplex
800,2023-05-01,Edible Grocery,383,ameriplex
801,2023-05-01,Non-edible Grocery,350,ameriplex
802,2023-05-01,Health And Beauty Care,475,ameriplex
803,2023-05-01,General Merchandise,444,ameriplex
804,2023-05-01,Publications,429,ameriplex
805,2023-05-01,Automotive Products,440,ameriplex
806,2023-05-01,Store Services Fee Income,327,ameriplex
807,2023-05-01,Store Services Fee Inc Tax,127,ameriplex
808,2023-05-01,Ice Bags,345,ameriplex
809,2023-05-01,Hot Dispensed Beverages,436,ameriplex
810,2023-05-01,Cold Dispensed Beverages,497,ameriplex
811,2023-05-01,Frozen Dispensed Beverages,56,ameriplex
812,2023-05-01,Car Wash Sls,231,ameriplex
813,2023-05-01,Car Wash Vending Sales,72,ameriplex
814,2023-05-01,Chilled Bev Fee,382,ameriplex
815,2023-05-01,Coupons,395,ameriplex
816,2023-05-01,Cravins To Order,456,ameriplex
817,2023-05-01,CTO Ing Shelf Stable,247,ameriplex
818,2023-05-01,Fe Gift Cards Radiant,212,ameriplex
819,2023-05-01,Floral,496,ameriplex
820,2023-05-01,Fresh Bakery,456,ameriplex
821,2023-05-01,Gen Merch Scan Data Sales,91,ameriplex
822,2023-05-01,JW European Cafe,73,ameriplex
823,2023-05-01,Lottery Instant Tickets,375,ameriplex
824,2023-05-01,Lottery ITVM Instant Tickets,374,ameriplex
825,2023-05-01,Lottery Online Sales,291,ameriplex
826,2023-05-01,Manual Fuel Radiant,255,ameriplex
827,2023-05-01,Money Orders Radiant,107,ameriplex
828,2023-05-01,Money Transfers,340,ameriplex
829,2023-05-01,No Scan Merch Radiant,121,ameriplex
830,2023-05-01,Novelty,359,ameriplex
831,2023-05-01,Phone Card Fee,475,ameriplex
832,2023-05-01,Supplies-retail,70,ameriplex
833,2023-06-01,Cigarettes,319,ameriplex
834,2023-06-01,Other Tobacco,188,ameriplex
835,2023-06-01,Beer,192,ameriplex
836,2023-06-01,Wine,130,ameriplex
837,2023-06-01,Packaged Beverages-nonalcoh,412,ameriplex
838,2023-06-01,Candy,236,ameriplex
839,2023-06-01,Fluid Milk Products,353,ameriplex
840,2023-06-01,Other Dairy Deli,252,ameriplex
841,2023-06-01,Pkg Sand Other Products,362,ameriplex
842,2023-06-01,Packaged Ice Cream Novelty,90,ameriplex
843,2023-06-01,Frozen Foods,449,ameriplex
844,2023-06-01,Packaged Bread Comm Bakery,244,ameriplex
845,2023-06-01,Salty Snacks,424,ameriplex
846,2023-06-01,Packaged Sweet Snacks,249,ameriplex
847,2023-06-01,Alternative Snacks,302,ameriplex
848,2023-06-01,Fresh Foods - Perish Groc,103,ameriplex
849,2023-06-01,Edible Grocery,412,ameriplex
850,2023-06-01,Non-edible Grocery,74,ameriplex
851,2023-06-01,Health And Beauty Care,420,ameriplex
852,2023-06-01,General Merchandise,60,ameriplex
853,2023-06-01,Publications,472,ameriplex
854,2023-06-01,Automotive Products,328,ameriplex
855,2023-06-01,Store Services Fee Income,334,ameriplex
856,2023-06-01,Store Services Fee Inc Tax,150,ameriplex
857,2023-06-01,Ice Bags,444,ameriplex
858,2023-06-01,Hot Dispensed Beverages,231,ameriplex
859,2023-06-01,Cold Dispensed Beverages,87,ameriplex
860,2023-06-01,Frozen Dispensed Beverages,224,ameriplex
861,2023-06-01,Car Wash Sls,453,ameriplex
862,2023-06-01,Car Wash Vending Sales,389,ameriplex
863,2023-06-01,Chilled Bev Fee,302,ameriplex
864,2023-06-01,Coupons,357,ameriplex
865,2023-06-01,Cravins To Order,62,ameriplex
866,2023-06-01,CTO Ing Shelf Stable,383,ameriplex
867,2023-06-01,Fe Gift Cards Radiant,478,ameriplex
868,2023-06-01,Floral,403,ameriplex
869,2023-06-01,Fresh Bakery,81,ameriplex
870,2023-06-01,Gen Merch Scan Data Sales,214,ameriplex
871,2023-06-01,JW European Cafe,138,ameriplex
872,2023-06-01,Lottery Instant Tickets,338,ameriplex
873,2023-06-01,Lottery ITVM Instant Tickets,373,ameriplex
874,2023-06-01,Lottery Online Sales,344,ameriplex
875,2023-06-01,Manual Fuel Radiant,237,ameriplex
876,2023-06-01,Money Orders Radiant,462,ameriplex
877,2023-06-01,Money Transfers,472,ameriplex
878,2023-06-01,No Scan Merch Radiant,400,ameriplex
879,2023-06-01,Novelty,382,ameriplex
880,2023-06-01,Phone Card Fee,206,ameriplex
881,2023-06-01,Supplies-retail,363,ameriplex
882,2023-07-01,Cigarettes,142,ameriplex
883,2023-07-01,Other Tobacco,118,ameriplex
884,2023-07-01,Beer,259,ameriplex
885,2023-07-01,Wine,308,ameriplex
886,2023-07-01,Packaged Beverages-nonalcoh,383,ameriplex
887,2023-07-01,Candy,355,ameriplex
888,2023-07-01,Fluid Milk Products,357,ameriplex
889,2023-07-01,Other Dairy Deli,320,ameriplex
890,2023-07-01,Pkg Sand Other Products,431,ameriplex
891,2023-07-01,Packaged Ice Cream Novelty,144,ameriplex
892,2023-07-01,Frozen Foods,145,ameriplex
893,2023-07-01,Packaged Bread Comm Bakery,85,ameriplex
894,2023-07-01,Salty Snacks,240,ameriplex
895,2023-07-01,Packaged Sweet Snacks,167,ameriplex
896,2023-07-01,Alternative Snacks,310,ameriplex
897,2023-07-01,Fresh Foods - Perish Groc,55,ameriplex
898,2023-07-01,Edible Grocery,79,ameriplex
899,2023-07-01,Non-edible Grocery,91,ameriplex
900,2023-07-01,Health And Beauty Care,91,ameriplex
901,2023-07-01,General Merchandise,176,ameriplex
902,2023-07-01,Publications,225,ameriplex
903,2023-07-01,Automotive Products,91,ameriplex
904,2023-07-01,Store Services Fee Income,326,ameriplex
905,2023-07-01,Store Services Fee Inc Tax,79,ameriplex
906,2023-07-01,Ice Bags,149,ameriplex
907,2023-07-01,Hot Dispensed Beverages,458,ameriplex
908,2023-07-01,Cold Dispensed Beverages,160,ameriplex
909,2023-07-01,Frozen Dispensed Beverages,166,ameriplex
910,2023-07-01,Car Wash Sls,99,ameriplex
911,2023-07-01,Car Wash Vending Sales,83,ameriplex
912,2023-07-01,Chilled Bev Fee,388,ameriplex
913,2023-07-01,Coupons,310,ameriplex
914,2023-07-01,Cravins To Order,472,ameriplex
915,2023-07-01,CTO Ing Shelf Stable,52,ameriplex
916,2023-07-01,Fe Gift Cards Radiant,480,ameriplex
917,2023-07-01,Floral,457,ameriplex
918,2023-07-01,Fresh Bakery,89,ameriplex
919,2023-07-01,Gen Merch Scan Data Sales,161,ameriplex
920,2023-07-01,JW European Cafe,219,ameriplex
921,2023-07-01,Lottery Instant Tickets,420,ameriplex
922,2023-07-01,Lottery ITVM Instant Tickets,134,ameriplex
923,2023-07-01,Lottery Online Sales,177,ameriplex
924,2023-07-01,Manual Fuel Radiant,303,ameriplex
925,2023-07-01,Money Orders Radiant,183,ameriplex
926,2023-07-01,Money Transfers,254,ameriplex
927,2023-07-01,No Scan Merch Radiant,298,ameriplex
928,2023-07-01,Novelty,430,ameriplex
929,2023-07-01,Phone Card Fee,440,ameriplex
930,2023-07-01,Supplies-retail,353,ameriplex
931,2023-08-01,Cigarettes,341,ameriplex
932,2023-08-01,Other Tobacco,230,ameriplex
933,2023-08-01,Beer,231,ameriplex
934,2023-08-01,Wine,337,ameriplex
935,2023-08-01,Packaged Beverages-nonalcoh,228,ameriplex
936,2023-08-01,Candy,157,ameriplex
937,2023-08-01,Fluid Milk Products,257,ameriplex
938,2023-08-01,Other Dairy Deli,393,ameriplex
939,2023-08-01,Pkg Sand Other Products,173,ameriplex
940,2023-08-01,Packaged Ice Cream Novelty,407,ameriplex
941,2023-08-01,Frozen Foods,307,ameriplex
942,2023-08-01,Packaged Bread Comm Bakery,477,ameriplex
943,2023-08-01,Salty Snacks,377,ameriplex
944,2023-08-01,Packaged Sweet Snacks,309,ameriplex
945,2023-08-01,Alternative Snacks,494,ameriplex
946,2023-08-01,Fresh Foods - Perish Groc,378,ameriplex
947,2023-08-01,Edible Grocery,251,ameriplex
948,2023-08-01,Non-edible Grocery,435,ameriplex
949,2023-08-01,Health And Beauty Care,197,ameriplex
950,2023-08-01,General Merchandise,188,ameriplex
951,2023-08-01,Publications,247,ameriplex
952,2023-08-01,Automotive Products,475,ameriplex
953,2023-08-01,Store Services Fee Income,176,ameriplex
954,2023-08-01,Store Services Fee Inc Tax,162,ameriplex
955,2023-08-01,Ice Bags,377,ameriplex
956,2023-08-01,Hot Dispensed Beverages,302,ameriplex
957,2023-08-01,Cold Dispensed Beverages,467,ameriplex
958,2023-08-01,Frozen Dispensed Beverages,141,ameriplex
959,2023-08-01,Car Wash Sls,262,ameriplex
960,2023-08-01,Car Wash Vending Sales,401,ameriplex
961,2023-08-01,Chilled Bev Fee,162,ameriplex
962,2023-08-01,Coupons,128,ameriplex
963,2023-08-01,Cravins To Order,52,ameriplex
964,2023-08-01,CTO Ing Shelf Stable,94,ameriplex
965,2023-08-01,Fe Gift Cards Radiant,258,ameriplex
966,2023-08-01,Floral,127,ameriplex
967,2023-08-01,Fresh Bakery,252,ameriplex
968,2023-08-01,Gen Merch Scan Data Sales,461,ameriplex
969,2023-08-01,JW European Cafe,467,ameriplex
970,2023-08-01,Lottery Instant Tickets,341,ameriplex
971,2023-08-01,Lottery ITVM Instant Tickets,447,ameriplex
972,2023-08-01,Lottery Online Sales,70,ameriplex
973,2023-08-01,Manual Fuel Radiant,483,ameriplex
974,2023-08-01,Money Orders Radiant,215,ameriplex
975,2023-08-01,Money Transfers,324,ameriplex
976,2023-08-01,No Scan Merch Radiant,449,ameriplex
977,2023-08-01,Novelty,351,ameriplex
978,2023-08-01,Phone Card Fee,155,ameriplex
979,2023-08-01,Supplies-retail,112,ameriplex
980,2023-09-01,Cigarettes,449,ameriplex
981,2023-09-01,Other Tobacco,103,ameriplex
982,2023-09-01,Beer,96,ameriplex
983,2023-09-01,Wine,173,ameriplex
984,2023-09-01,Packaged Beverages-nonalcoh,481,ameriplex
985,2023-09-01,Candy,374,ameriplex
986,2023-09-01,Fluid Milk Products,282,ameriplex
987,2023-09-01,Other Dairy Deli,430,ameriplex
988,2023-09-01,Pkg Sand Other Products,122,ameriplex
989,2023-09-01,Packaged Ice Cream Novelty,328,ameriplex
990,2023-09-01,Frozen Foods,426,ameriplex
991,2023-09-01,Packaged Bread Comm Bakery,430,ameriplex
992,2023-09-01,Salty Snacks,67,ameriplex
993,2023-09-01,Packaged Sweet Snacks,425,ameriplex
994,2023-09-01,Alternative Snacks,403,ameriplex
995,2023-09-01,Fresh Foods - Perish Groc,419,ameriplex
996,2023-09-01,Edible Grocery,201,ameriplex
997,2023-09-01,Non-edible Grocery,121,ameriplex
998,2023-09-01,Health And Beauty Care,181,ameriplex
999,2023-09-01,General Merchandise,198,ameriplex
1000,2023-09-01,Publications,332,ameriplex
1001,2023-09-01,Automotive Products,446,ameriplex
1002,2023-09-01,Store Services Fee Income,303,ameriplex
1003,2023-09-01,Store Services Fee Inc Tax,257,ameriplex
1004,2023-09-01,Ice Bags,187,ameriplex
1005,2023-09-01,Hot Dispensed Beverages,195,ameriplex
1006,2023-09-01,Cold Dispensed Beverages,296,ameriplex
1007,2023-09-01,Frozen Dispensed Beverages,380,ameriplex
1008,2023-09-01,Car Wash Sls,298,ameriplex
1009,2023-09-01,Car Wash Vending Sales,131,ameriplex
1010,2023-09-01,Chilled Bev Fee,144,ameriplex
1011,2023-09-01,Coupons,474,ameriplex
1012,2023-09-01,Cravins To Order,227,ameriplex
1013,2023-09-01,CTO Ing Shelf Stable,339,ameriplex
1014,2023-09-01,Fe Gift Cards Radiant,264,ameriplex
1015,2023-09-01,Floral,426,ameriplex
1016,2023-09-01,Fresh Bakery,314,ameriplex
1017,2023-09-01,Gen Merch Scan Data Sales,366,ameriplex
1018,2023-09-01,JW European Cafe,346,ameriplex
1019,2023-09-01,Lottery Instant Tickets,85,ameriplex
1020,2023-09-01,Lottery ITVM Instant Tickets,235,ameriplex
1021,2023-09-01,Lottery Online Sales,167,ameriplex
1022,2023-09-01,Manual Fuel Radiant,184,ameriplex
1023,2023-09-01,Money Orders Radiant,172,ameriplex
1024,2023-09-01,Money Transfers,81,ameriplex
1025,2023-09-01,No Scan Merch Radiant,168,ameriplex
1026,2023-09-01,Novelty,176,ameriplex
1027,2023-09-01,Phone Card Fee,269,ameriplex
1028,2023-09-01,Supplies-retail,324,ameriplex
1029,2023-10-01,Cigarettes,357,ameriplex
1030,2023-10-01,Other Tobacco,348,ameriplex
1031,2023-10-01,Beer,107,ameriplex
1032,2023-10-01,Wine,166,ameriplex
1033,2023-10-01,Packaged Beverages-nonalcoh,77,ameriplex
1034,2023-10-01,Candy,250,ameriplex
1035,2023-10-01,Fluid Milk Products,216,ameriplex
1036,2023-10-01,Other Dairy Deli,428,ameriplex
