Month,Product Category,Sales
2023-05,Manual Fuel Radiant,66
2023-05,Money Orders Radiant,238
2023-05,Money Transfers,205
2023-05,No Scan Merch Radiant,445
2023-05,Novelty,414
2023-05,Phone Card Fee,353
2023-05,Supplies-retail,173
2023-06,Cigarettes,92
2023-06,Other Tobacco,139
2023-06,Beer,108
2023-06,Wine,415
2023-06,Packaged Beverages-nonalcoh,69
2023-06,Candy,153
2023-06,Fluid Milk Products,139
2023-06,Other Dairy Deli,381
2023-06,Pkg Sand Other Products,463
2023-06,Packaged Ice Cream Novelty,341
2023-06,Frozen Foods,132
2023-06,Packaged Bread Comm Bakery,344
2023-06,Salty Snacks,177
2023-06,Packaged Sweet Snacks,493
2023-06,Alternative Snacks,144
2023-06,Fresh Foods - Perish Groc,404
2023-06,Edible Grocery,324
2023-06,Non-edible Grocery,353
2023-06,Health And Beauty Care,116
2023-06,General Merchandise,276
2023-06,Publications,471
2023-06,Automotive Products,229
2023-06,Store Services Fee Income,220
2023-06,Store Services Fee Inc Tax,168
2023-06,Ice Bags,105
2023-06,Hot Dispensed Beverages,397
2023-06,Cold Dispensed Beverages,449
2023-06,Frozen Dispensed Beverages,135
2023-06,Car Wash Sls,159
2023-06,Car Wash Vending Sales,385
2023-06,Chilled Bev Fee,54
2023-06,Coupons,155
2023-06,Cravins To Order,213
2023-06,CTO Ing Shelf Stable,347
2023-06,Fe Gift Cards Radiant,148
2023-06,Floral,66
2023-06,Fresh Bakery,445
2023-06,Gen Merch Scan Data Sales,261
2023-06,JW European Cafe,334
2023-06,Lottery Instant Tickets,333
2023-06,Lottery ITVM Instant Tickets,51
2023-06,Lottery Online Sales,272
2023-06,Manual Fuel Radiant,95
2023-06,Money Orders Radiant,457
2023-06,Money Transfers,252
2023-06,No Scan Merch Radiant,74
2023-06,Novelty,421
2023-06,Phone Card Fee,377
2023-06,Supplies-retail,438
2023-07,Cigarettes,352
2023-07,Other Tobacco,362
2023-07,Beer,493
2023-07,Wine,350
2023-07,Packaged Beverages-nonalcoh,246
2023-07,Candy,165
2023-07,Fluid Milk Products,493
2023-07,Other Dairy Deli,206
2023-07,Pkg Sand Other Products,467
2023-07,Packaged Ice Cream Novelty,135
2023-07,Frozen Foods,68
2023-07,Packaged Bread Comm Bakery,252
2023-07,Salty Snacks,130
2023-07,Packaged Sweet Snacks,279
2023-07,Alternative Snacks,61
2023-07,Fresh Foods - Perish Groc,371
2023-07,Edible Grocery,412
2023-07,Non-edible Grocery,244
2023-07,Health And Beauty Care,204
2023-07,General Merchandise,387
2023-07,Publications,161
2023-07,Automotive Products,289
2023-07,Store Services Fee Income,345
2023-07,Store Services Fee Inc Tax,423
2023-07,Ice Bags,384
2023-07,Hot Dispensed Beverages,304
2023-07,Cold Dispensed Beverages,310
2023-07,Frozen Dispensed Beverages,244
2023-07,Car Wash Sls,208
2023-07,Car Wash Vending Sales,350
2023-07,Chilled Bev Fee,160
2023-07,Coupons,195
2023-07,Cravins To Order,78
2023-07,CTO Ing Shelf Stable,208
2023-07,Fe Gift Cards Radiant,63
2023-07,Floral,264
2023-07,Fresh Bakery,360
2023-07,Gen Merch Scan Data Sales,382
2023-07,JW European Cafe,298
2023-07,Lottery Instant Tickets,400
2023-07,Lottery ITVM Instant Tickets,128
2023-07,Lottery Online Sales,499
2023-07,Manual Fuel Radiant,406
2023-07,Money Orders Radiant,391
2023-07,Money Transfers,328
2023-07,No Scan Merch Radiant,253
2023-07,Novelty,173
2023-07,Phone Card Fee,144
2023-07,Supplies-retail,466
2023-08,Cigarettes,94
2023-08,Other Tobacco,56
2023-08,Beer,87
2023-08,Wine,60
2023-08,Packaged Beverages-nonalcoh,289
2023-08,Candy,56
2023-08,Fluid Milk Products,278
2023-08,Other Dairy Deli,115
2023-08,Pkg Sand Other Products,418
2023-08,Packaged Ice Cream Novelty,258
2023-08,Frozen Foods,303
2023-08,Packaged Bread Comm Bakery,303
2023-08,Salty Snacks,355
2023-08,Packaged Sweet Snacks,99
2023-08,Alternative Snacks,284
2023-08,Fresh Foods - Perish Groc,466
2023-08,Edible Grocery,311
2023-08,Non-edible Grocery,140
2023-08,Health And Beauty Care,475
2023-08,General Merchandise,488
2023-08,Publications,392
2023-08,Automotive Products,329
2023-08,Store Services Fee Income,152
2023-08,Store Services Fee Inc Tax,410
2023-08,Ice Bags,401
2023-08,Hot Dispensed Beverages,345
2023-08,Cold Dispensed Beverages,214
2023-08,Frozen Dispensed Beverages,369
2023-08,Car Wash Sls,470
2023-08,Car Wash Vending Sales,215
2023-08,Chilled Bev Fee,228
2023-08,Coupons,189
2023-08,Cravins To Order,488
2023-08,CTO Ing Shelf Stable,335
2023-08,Fe Gift Cards Radiant,75
2023-08,Floral,299
2023-08,Fresh Bakery,180
2023-08,Gen Merch Scan Data Sales,228
2023-08,JW European Cafe,107
2023-08,Lottery Instant Tickets,432
2023-08,Lottery ITVM Instant Tickets,108
2023-08,Lottery Online Sales,70
2023-08,Manual Fuel Radiant,307
2023-08,Money Orders Radiant,62
2023-08,Money Transfers,81
2023-08,No Scan Merch Radiant,179
2023-08,Novelty,492
2023-08,Phone Card Fee,60
2023-08,Supplies-retail,410
2023-09,Cigarettes,468
2023-09,Other Tobacco,242
2023-09,Beer,481
2023-09,Wine,107
2023-09,Packaged Beverages-nonalcoh,178
2023-09,Candy,155
2023-09,Fluid Milk Products,86
2023-09,Other Dairy Deli,329
2023-09,Pkg Sand Other Products,233
2023-09,Packaged Ice Cream Novelty,224
2023-09,Frozen Foods,61
2023-09,Packaged Bread Comm Bakery,242
2023-09,Salty Snacks,61
2023-09,Packaged Sweet Snacks,454
2023-09,Alternative Snacks,97
2023-09,Fresh Foods - Perish Groc,167
2023-09,Edible Grocery,78
2023-09,Non-edible Grocery,458
2023-09,Health And Beauty Care,395
2023-09,General Merchandise,429
2023-09,Publications,421
2023-09,Automotive Products,103
2023-09,Store Services Fee Income,146
2023-09,Store Services Fee Inc Tax,212
2023-09,Ice Bags,273
2023-09,Hot Dispensed Beverages,263
2023-09,Cold Dispensed Beverages,139
2023-09,Frozen Dispensed Beverages,73
2023-09,Car Wash Sls,146
2023-09,Car Wash Vending Sales,87
2023-09,Chilled Bev Fee,449
2023-09,Coupons,404
2023-09,Cravins To Order,56
2023-09,CTO Ing Shelf Stable,485
2023-09,Fe Gift Cards Radiant,263
2023-09,Floral,493
2023-09,Fresh Bakery,203
2023-09,Gen Merch Scan Data Sales,219
2023-09,JW European Cafe,216
2023-09,Lottery Instant Tickets,458
2023-09,Lottery ITVM Instant Tickets,210
2023-09,Lottery Online Sales,73
2023-09,Manual Fuel Radiant,190
2023-09,Money Orders Radiant,331
2023-09,Money Transfers,173
2023-09,No Scan Merch Radiant,258
2023-09,Novelty,80
2023-09,Phone Card Fee,101
2023-09,Supplies-retail,434
2023-10,Cigarettes,359
2023-10,Other Tobacco,198
2023-10,Beer,151
2023-10,Wine,99
2023-10,Packaged Beverages-nonalcoh,135
2023-10,Candy,187
2023-10,Fluid Milk Products,373
2023-10,Other Dairy Deli,441
2023-10,Pkg Sand Other Products,300
2023-10,Packaged Ice Cream Novelty,176
2023-10,Frozen Foods,67
2023-10,Packaged Bread Comm Bakery,169
2023-10,Salty Snacks,114
2023-10,Packaged Sweet Snacks,467
2023-10,Alternative Snacks,111
2023-10,Fresh Foods - Perish Groc,114
2023-10,Edible Grocery,142
2023-10,Non-edible Grocery,308
2023-10,Health And Beauty Care,56
2023-10,General Merchandise,171
2023-10,Publications,249
2023-10,Automotive Products,493
2023-10,Store Services Fee Income,96
2023-10,Store Services Fee Inc Tax,291
2023-10,Ice Bags,497
2023-10,Hot Dispensed Beverages,62
2023-10,Cold Dispensed Beverages,109
2023-10,Frozen Dispensed Beverages,125
2023-10,Car Wash Sls,448
2023-10,Car Wash Vending Sales,58
2023-10,Chilled Bev Fee,172
2023-10,Coupons,293
2023-10,Cravins To Order,343
2023-10,CTO Ing Shelf Stable,134
2023-10,Fe Gift Cards Radiant,62
2023-10,Floral,368
2023-10,Fresh Bakery,248
2023-10,Gen Merch Scan Data Sales,484
2023-10,JW European Cafe,183
2023-10,Lottery Instant Tickets,241
2023-10,Lottery ITVM Instant Tickets,223
2023-10,Lottery Online Sales,359
2023-10,Manual Fuel Radiant,435
2023-10,Money Orders Radiant,429
2023-10,Money Transfers,405
2023-10,No Scan Merch Radiant,284
2023-10,Novelty,390
2023-10,Phone Card Fee,160
2023-10,Supplies-retail,326
2023-11,Cigarettes,291
2023-11,Other Tobacco,463
2023-11,Beer,274
2023-11,Wine,350
2023-11,Packaged Beverages-nonalcoh,362
2023-11,Candy,184
2023-11,Fluid Milk Products,344
2023-11,Other Dairy Deli,161
2023-11,Pkg Sand Other Products,137
2023-11,Packaged Ice Cream Novelty,310
2023-11,Frozen Foods,425
2023-11,Packaged Bread Comm Bakery,433
2023-11,Salty Snacks,372
2023-11,Packaged Sweet Snacks,405
2023-11,Alternative Snacks,417
2023-11,Fresh Foods - Perish Groc,72
2023-11,Edible Grocery,204
2023-11,Non-edible Grocery,84
2023-11,Health And Beauty Care,493
2023-11,General Merchandise,413
2023-11,Publications,54
2023-11,Automotive Products,375
2023-11,Store Services Fee Income,251
2023-11,Store Services Fee Inc Tax,450
2023-11,Ice Bags,390
2023-11,Hot Dispensed Beverages,200
2023-11,Cold Dispensed Beverages,476
2023-11,Frozen Dispensed Beverages,259
2023-11,Car Wash Sls,282
2023-11,Car Wash Vending Sales,112
2023-11,Chilled Bev Fee,118
2023-11,Coupons,422
2023-11,Cravins To Order,135
2023-11,CTO Ing Shelf Stable,385
2023-11,Fe Gift Cards Radiant,172
2023-11,Floral,142
2023-11,Fresh Bakery,147
2023-11,Gen Merch Scan Data Sales,416
2023-11,JW European Cafe,346
2023-11,Lottery Instant Tickets,274
2023-11,Lottery ITVM Instant Tickets,486
2023-11,Lottery Online Sales,160
2023-11,Manual Fuel Radiant,338
2023-11,Money Orders Radiant,464
2023-11,Money Transfers,175
2023-11,No Scan Merch Radiant,209
2023-11,Novelty,123
2023-11,Phone Card Fee,318
2023-11,Supplies-retail,399
2023-12,Cigarettes,392
2023-12,Other Tobacco,381
2023-12,Beer,450
2023-12,Wine,293
2023-12,Packaged Beverages-nonalcoh,438
2023-12,Candy,56
2023-12,Fluid Milk Products,486
2023-12,Other Dairy Deli,410
2023-12,Pkg Sand Other Products,431
2023-12,Packaged Ice Cream Novelty,369
2023-12,Frozen Foods,149
2023-12,Packaged Bread Comm Bakery,88
2023-12,Salty Snacks,93
2023-12,Packaged Sweet Snacks,404
2023-12,Alternative Snacks,77
2023-12,Fresh Foods - Perish Groc,209
2023-12,Edible Grocery,269
2023-12,Non-edible Grocery,438
2023-12,Health And Beauty Care,261
2023-12,General Merchandise,230
2023-12,Publications,129
2023-12,Automotive Products,87
2023-12,Store Services Fee Income,163
2023-12,Store Services Fee Inc Tax,377
2023-12,Ice Bags,440
2023-12,Hot Dispensed Beverages,267
2023-12,Cold Dispensed Beverages,421
2023-12,Frozen Dispensed Beverages,413
2023-12,Car Wash Sls,333
2023-12,Car Wash Vending Sales,484
2023-12,Chilled Bev Fee,286
2023-12,Coupons,239
2023-12,Cravins To Order,151
2023-12,CTO Ing Shelf Stable,345
2023-12,Fe Gift Cards Radiant,102
2023-12,Floral,99
2023-12,Fresh Bakery,298
2023-12,Gen Merch Scan Data Sales,435
2023-12,JW European Cafe,183
2023-12,Lottery Instant Tickets,108
2023-12,Lottery ITVM Instant Tickets,257
2023-12,Lottery Online Sales,225
2023-12,Manual Fuel Radiant,112
2023-12,Money Orders Radiant,120
2023-12,Money Transfers,493
2023-12,No Scan Merch Radiant,259
2023-12,Novelty,83
2023-12,Phone Card Fee,215
2023-12,Supplies-retail,171
