Month,Product Category,Sales
2023-05,Salty Snacks,941
2023-05,Packaged Sweet Snacks,875
2023-05,Alternative Snacks,1046
2023-05,Fresh Foods - Perish Groc,990
2023-05,Edible Grocery,1223
2023-05,Non-edible Grocery,1218
2023-05,Health And Beauty Care,1485
2023-05,General Merchandise,975
2023-05,Publications,1522
2023-05,Automotive Products,950
2023-05,Store Services Fee Income,1376
2023-05,Store Services Fee Inc Tax,1293
2023-05,Ice Bags,1409
2023-05,Hot Dispensed Beverages,1367
2023-05,Cold Dispensed Beverages,1513
2023-05,Frozen Dispensed Beverages,823
2023-05,Car Wash Sls,956
2023-05,Car Wash Vending Sales,797
2023-05,Chilled Bev Fee,1082
2023-05,Coupons,1184
2023-05,Cravins To Order,1496
2023-05,CTO Ing Shelf Stable,1102
2023-05,Fe Gift Cards Radiant,1034
2023-05,Floral,1445
2023-05,Fresh Bakery,1636
2023-05,Gen Merch Scan Data Sales,888
2023-05,JW European Cafe,1040
2023-05,Lottery Instant Tickets,1455
2023-05,Lottery ITVM Instant Tickets,1039
2023-05,Lottery Online Sales,1095
2023-05,Manual Fuel Radiant,572
2023-05,Money Orders Radiant,875
2023-05,Money Transfers,1232
2023-05,No Scan Merch Radiant,1094
2023-05,Novelty,1291
2023-05,Phone Card Fee,1784
2023-05,Supplies-retail,757
2023-06,Cigarettes,1177
2023-06,Other Tobacco,708
2023-06,Beer,663
2023-06,Wine,1435
2023-06,Packaged Beverages-nonalcoh,885
2023-06,Candy,561
2023-06,Fluid Milk Products,998
2023-06,Other Dairy Deli,1030
2023-06,Pkg Sand Other Products,1724
2023-06,Packaged Ice Cream Novelty,1085
2023-06,Frozen Foods,1310
2023-06,Packaged Bread Comm Bakery,1232
2023-06,Salty Snacks,1065
2023-06,Packaged Sweet Snacks,1178
2023-06,Alternative Snacks,1283
2023-06,Fresh Foods - Perish Groc,891
2023-06,Edible Grocery,1137
2023-06,Non-edible Grocery,1004
2023-06,Health And Beauty Care,842
2023-06,General Merchandise,939
2023-06,Publications,1452
2023-06,Automotive Products,1317
2023-06,Store Services Fee Income,1213
2023-06,Store Services Fee Inc Tax,837
2023-06,Ice Bags,1156
2023-06,Hot Dispensed Beverages,1087
2023-06,Cold Dispensed Beverages,1239
2023-06,Frozen Dispensed Beverages,595
2023-06,Car Wash Sls,1342
2023-06,Car Wash Vending Sales,1270
2023-06,Chilled Bev Fee,1077
2023-06,Coupons,1100
2023-06,Cravins To Order,964
2023-06,CTO Ing Shelf Stable,1148
2023-06,Fe Gift Cards Radiant,769
2023-06,Floral,1011
2023-06,Fresh Bakery,924
2023-06,Gen Merch Scan Data Sales,738
2023-06,JW European Cafe,1064
2023-06,Lottery Instant Tickets,1159
2023-06,Lottery ITVM Instant Tickets,1080
2023-06,Lottery Online Sales,1303
2023-06,Manual Fuel Radiant,787
2023-06,Money Orders Radiant,1605
2023-06,Money Transfers,1440
2023-06,No Scan Merch Radiant,859
2023-06,Novelty,1662
2023-06,Phone Card Fee,912
2023-06,Supplies-retail,1482
2023-07,Cigarettes,997
2023-07,Other Tobacco,1275
2023-07,Beer,1144
2023-07,Wine,772
2023-07,Packaged Beverages-nonalcoh,1160
2023-07,Candy,1247
2023-07,Fluid Milk Products,1647
2023-07,Other Dairy Deli,1142
2023-07,Pkg Sand Other Products,1408
2023-07,Packaged Ice Cream Novelty,890
2023-07,Frozen Foods,847
2023-07,Packaged Bread Comm Bakery,905
2023-07,Salty Snacks,940
2023-07,Packaged Sweet Snacks,836
2023-07,Alternative Snacks,952
2023-07,Fresh Foods - Perish Groc,897
2023-07,Edible Grocery,1050
2023-07,Non-edible Grocery,885
2023-07,Health And Beauty Care,982
2023-07,General Merchandise,1093
2023-07,Publications,1054
2023-07,Automotive Products,780
2023-07,Store Services Fee Income,1287
2023-07,Store Services Fee Inc Tax,1091
2023-07,Ice Bags,902
2023-07,Hot Dispensed Beverages,1225
2023-07,Cold Dispensed Beverages,1433
2023-07,Frozen Dispensed Beverages,1222
2023-07,Car Wash Sls,896
2023-07,Car Wash Vending Sales,626
2023-07,Chilled Bev Fee,882
2023-07,Coupons,707
2023-07,Cravins To Order,926
2023-07,CTO Ing Shelf Stable,800
2023-07,Fe Gift Cards Radiant,1351
2023-07,Floral,1237
2023-07,Fresh Bakery,1143
2023-07,Gen Merch Scan Data Sales,886
2023-07,JW European Cafe,990
2023-07,Lottery Instant Tickets,1409
2023-07,Lottery ITVM Instant Tickets,1044
2023-07,Lottery Online Sales,1165
2023-07,Manual Fuel Radiant,1247
2023-07,Money Orders Radiant,782
2023-07,Money Transfers,1331
2023-07,No Scan Merch Radiant,1072
2023-07,Novelty,1517
2023-07,Phone Card Fee,1255
2023-07,Supplies-retail,1235
2023-08,Cigarettes,844
2023-08,Other Tobacco,579
2023-08,Beer,581
2023-08,Wine,911
2023-08,Packaged Beverages-nonalcoh,1385
2023-08,Candy,513
2023-08,Fluid Milk Products,693
2023-08,Other Dairy Deli,1125
2023-08,Pkg Sand Other Products,1159
2023-08,Packaged Ice Cream Novelty,896
2023-08,Frozen Foods,1269
2023-08,Packaged Bread Comm Bakery,1436
2023-08,Salty Snacks,1077
2023-08,Packaged Sweet Snacks,1156
2023-08,Alternative Snacks,1082
2023-08,Fresh Foods - Perish Groc,1425
2023-08,Edible Grocery,836
2023-08,Non-edible Grocery,1266
2023-08,Health And Beauty Care,865
2023-08,General Merchandise,1385
2023-08,Publications,1289
2023-08,Automotive Products,1162
2023-08,Store Services Fee Income,1006
2023-08,Store Services Fee Inc Tax,891
2023-08,Ice Bags,1050
2023-08,Hot Dispensed Beverages,1066
2023-08,Cold Dispensed Beverages,1179
2023-08,Frozen Dispensed Beverages,1153
2023-08,Car Wash Sls,1107
2023-08,Car Wash Vending Sales,1101
2023-08,Chilled Bev Fee,864
2023-08,Coupons,1047
2023-08,Cravins To Order,1242
2023-08,CTO Ing Shelf Stable,1095
2023-08,Fe Gift Cards Radiant,1030
2023-08,Floral,1064
2023-08,Fresh Bakery,1264
2023-08,Gen Merch Scan Data Sales,1610
2023-08,JW European Cafe,789
2023-08,Lottery Instant Tickets,1342
2023-08,Lottery ITVM Instant Tickets,799
2023-08,Lottery Online Sales,776
2023-08,Manual Fuel Radiant,1313
2023-08,Money Orders Radiant,902
2023-08,Money Transfers,826
2023-08,No Scan Merch Radiant,1366
2023-08,Novelty,1532
2023-08,Phone Card Fee,530
2023-08,Supplies-retail,815
2023-09,Cigarettes,1519
2023-09,Other Tobacco,921
2023-09,Beer,904
2023-09,Wine,625
2023-09,Packaged Beverages-nonalcoh,1505
2023-09,Candy,1141
2023-09,Fluid Milk Products,1116
2023-09,Other Dairy Deli,1204
2023-09,Pkg Sand Other Products,1069
2023-09,Packaged Ice Cream Novelty,1291
2023-09,Frozen Foods,620
2023-09,Packaged Bread Comm Bakery,945
2023-09,Salty Snacks,633
2023-09,Packaged Sweet Snacks,1581
2023-09,Alternative Snacks,940
2023-09,Fresh Foods - Perish Groc,1280
2023-09,Edible Grocery,842
2023-09,Non-edible Grocery,1310
2023-09,Health And Beauty Care,1367
2023-09,General Merchandise,1222
2023-09,Publications,1152
2023-09,Automotive Products,1254
2023-09,Store Services Fee Income,882
2023-09,Store Services Fee Inc Tax,1043
2023-09,Ice Bags,707
2023-09,Hot Dispensed Beverages,1001
2023-09,Cold Dispensed Beverages,794
2023-09,Frozen Dispensed Beverages,939
2023-09,Car Wash Sls,1048
2023-09,Car Wash Vending Sales,816
2023-09,Chilled Bev Fee,780
2023-09,Coupons,1330
2023-09,Cravins To Order,610
2023-09,CTO Ing Shelf Stable,1308
2023-09,Fe Gift Cards Radiant,1203
2023-09,Floral,1438
2023-09,Fresh Bakery,1170
2023-09,Gen Merch Scan Data Sales,1013
2023-09,JW European Cafe,1307
2023-09,Lottery Instant Tickets,1104
2023-09,Lottery ITVM Instant Tickets,779
2023-09,Lottery Online Sales,987
2023-09,Manual Fuel Radiant,1066
2023-09,Money Orders Radiant,1291
2023-09,Money Transfers,959
2023-09,No Scan Merch Radiant,649
2023-09,Novelty,482
2023-09,Phone Card Fee,845
2023-09,Supplies-retail,1019
2023-10,Cigarettes,1362
2023-10,Other Tobacco,1246
2023-10,Beer,777
2023-10,Wine,585
2023-10,Packaged Beverages-nonalcoh,497
2023-10,Candy,891
2023-10,Fluid Milk Products,1379
2023-10,Other Dairy Deli,1392
2023-10,Pkg Sand Other Products,1439
2023-10,Packaged Ice Cream Novelty,1334
2023-10,Frozen Foods,679
2023-10,Packaged Bread Comm Bakery,1001
2023-10,Salty Snacks,830
2023-10,Packaged Sweet Snacks,1555
2023-10,Alternative Snacks,654
2023-10,Fresh Foods - Perish Groc,1305
2023-10,Edible Grocery,1009
2023-10,Non-edible Grocery,924
2023-10,Health And Beauty Care,937
2023-10,General Merchandise,1095
2023-10,Publications,860
2023-10,Automotive Products,1356
2023-10,Store Services Fee Income,753
2023-10,Store Services Fee Inc Tax,744
2023-10,Ice Bags,1049
2023-10,Hot Dispensed Beverages,1283
2023-10,Cold Dispensed Beverages,820
2023-10,Frozen Dispensed Beverages,1245
2023-10,Car Wash Sls,1163
2023-10,Car Wash Vending Sales,595
2023-10,Chilled Bev Fee,750
2023-10,Coupons,821
2023-10,Cravins To Order,1523
2023-10,CTO Ing Shelf Stable,604
2023-10,Fe Gift Cards Radiant,717
2023-10,Floral,800
2023-10,Fresh Bakery,984
2023-10,Gen Merch Scan Data Sales,1415
2023-10,JW European Cafe,974
2023-10,Lottery Instant Tickets,1210
2023-10,Lottery ITVM Instant Tickets,1071
2023-10,Lottery Online Sales,1056
2023-10,Manual Fuel Radiant,1624
2023-10,Money Orders Radiant,1335
2023-10,Money Transfers,1568
2023-10,No Scan Merch Radiant,1007
2023-10,Novelty,1565
2023-10,Phone Card Fee,918
2023-10,Supplies-retail,945
2023-11,Cigarettes,811
2023-11,Other Tobacco,1302
2023-11,Beer,1183
2023-11,Wine,1613
2023-11,Packaged Beverages-nonalcoh,1042
2023-11,Candy,1118
2023-11,Fluid Milk Products,1187
2023-11,Other Dairy Deli,1057
2023-11,Pkg Sand Other Products,999
2023-11,Packaged Ice Cream Novelty,787
2023-11,Frozen Foods,1298
2023-11,Packaged Bread Comm Bakery,1797
2023-11,Salty Snacks,1197
2023-11,Packaged Sweet Snacks,1321
2023-11,Alternative Snacks,1358
2023-11,Fresh Foods - Perish Groc,879
2023-11,Edible Grocery,1098
2023-11,Non-edible Grocery,717
2023-11,Health And Beauty Care,1242
2023-11,General Merchandise,1063
2023-11,Publications,971
2023-11,Automotive Products,1215
2023-11,Store Services Fee Income,821
2023-11,Store Services Fee Inc Tax,1477
2023-11,Ice Bags,821
2023-11,Hot Dispensed Beverages,922
2023-11,Cold Dispensed Beverages,1152
2023-11,Frozen Dispensed Beverages,1414
2023-11,Car Wash Sls,1473
2023-11,Car Wash Vending Sales,879
2023-11,Chilled Bev Fee,973
2023-11,Coupons,1583
2023-11,Cravins To Order,802
2023-11,CTO Ing Shelf Stable,1240
2023-11,Fe Gift Cards Radiant,1265
2023-11,Floral,1115
2023-11,Fresh Bakery,793
2023-11,Gen Merch Scan Data Sales,1354
2023-11,JW European Cafe,1192
2023-11,Lottery Instant Tickets,1007
2023-11,Lottery ITVM Instant Tickets,1115
2023-11,Lottery Online Sales,1211
2023-11,Manual Fuel Radiant,1259
2023-11,Money Orders Radiant,1042
2023-11,Money Transfers,1168
2023-11,No Scan Merch Radiant,805
2023-11,Novelty,1036
2023-11,Phone Card Fee,1290
2023-11,Supplies-retail,1426
2023-12,Cigarettes,1250
2023-12,Other Tobacco,1014
2023-12,Beer,1424
2023-12,Wine,1140
2023-12,Packaged Beverages-nonalcoh,1211
2023-12,Candy,564
2023-12,Fluid Milk Products,1371
2023-12,Other Dairy Deli,979
2023-12,Pkg Sand Other Products,1136
2023-12,Packaged Ice Cream Novelty,1000
2023-12,Frozen Foods,1188
2023-12,Packaged Bread Comm Bakery,782
2023-12,Salty Snacks,944
2023-12,Packaged Sweet Snacks,1455
2023-12,Alternative Snacks,880
2023-12,Fresh Foods - Perish Groc,1151
2023-12,Edible Grocery,559
2023-12,Non-edible Grocery,1076
2023-12,Health And Beauty Care,1387
2023-12,General Merchandise,1538
2023-12,Publications,732
2023-12,Automotive Products,746
2023-12,Store Services Fee Income,860
2023-12,Store Services Fee Inc Tax,771
2023-12,Ice Bags,1292
2023-12,Hot Dispensed Beverages,980
2023-12,Cold Dispensed Beverages,1066
2023-12,Frozen Dispensed Beverages,1398
2023-12,Car Wash Sls,1533
2023-12,Car Wash Vending Sales,1375
2023-12,Chilled Bev Fee,1102
2023-12,Coupons,570
2023-12,Cravins To Order,1027
2023-12,CTO Ing Shelf Stable,1300
2023-12,Fe Gift Cards Radiant,841
2023-12,Floral,856
2023-12,Fresh Bakery,1317
2023-12,Gen Merch Scan Data Sales,1273
2023-12,JW European Cafe,1335
2023-12,Lottery Instant Tickets,824
2023-12,Lottery ITVM Instant Tickets,1559
2023-12,Lottery Online Sales,1081
2023-12,Manual Fuel Radiant,786
2023-12,Money Orders Radiant,1071
2023-12,Money Transfers,1138
2023-12,No Scan Merch Radiant,1067
2023-12,Novelty,1015
2023-12,Phone Card Fee,1330
2023-12,Supplies-retail,884
