Month,Product Category,Sales
2023-05,Manual Fuel Radiant,80
2023-05,Money Orders Radiant,471
2023-05,Money Transfers,387
2023-05,No Scan Merch Radiant,117
2023-05,Novelty,215
2023-05,Phone Card Fee,489
2023-05,Supplies-retail,328
2023-06,Cigarettes,274
2023-06,Other Tobacco,330
2023-06,Beer,120
2023-06,Wine,403
2023-06,Packaged Beverages-nonalcoh,325
2023-06,Candy,76
2023-06,Fluid Milk Products,305
2023-06,Other Dairy Deli,248
2023-06,Pkg Sand Other Products,446
2023-06,Packaged Ice Cream Novelty,274
2023-06,Frozen Foods,401
2023-06,Packaged Bread Comm Bakery,200
2023-06,Salty Snacks,158
2023-06,Packaged Sweet Snacks,321
2023-06,Alternative Snacks,395
2023-06,Fresh Foods - Perish Groc,100
2023-06,Edible Grocery,242
2023-06,Non-edible Grocery,195
2023-06,Health And Beauty Care,186
2023-06,General Merchandise,433
2023-06,Publications,226
2023-06,Automotive Products,473
2023-06,Store Services Fee Income,332
2023-06,Store Services Fee Inc Tax,401
2023-06,Ice Bags,278
2023-06,Hot Dispensed Beverages,288
2023-06,Cold Dispensed Beverages,239
2023-06,Frozen Dispensed Beverages,149
2023-06,Car Wash Sls,336
2023-06,Car Wash Vending Sales,123
2023-06,Chilled Bev Fee,378
2023-06,Coupons,398
2023-06,Cravins To Order,341
2023-06,CTO Ing Shelf Stable,113
2023-06,Fe Gift Cards Radiant,55
2023-06,Floral,385
2023-06,Fresh Bakery,290
2023-06,Gen Merch Scan Data Sales,147
2023-06,JW European Cafe,319
2023-06,Lottery Instant Tickets,101
2023-06,Lottery ITVM Instant Tickets,341
2023-06,Lottery Online Sales,210
2023-06,Manual Fuel Radiant,342
2023-06,Money Orders Radiant,351
2023-06,Money Transfers,443
2023-06,No Scan Merch Radiant,227
2023-06,Novelty,473
2023-06,Phone Card Fee,196
2023-06,Supplies-retail,309
2023-07,Cigarettes,59
2023-07,Other Tobacco,300
2023-07,Beer,211
2023-07,Wine,63
2023-07,Packaged Beverages-nonalcoh,161
2023-07,Candy,234
2023-07,Fluid Milk Products,326
2023-07,Other Dairy Deli,180
2023-07,Pkg Sand Other Products,285
2023-07,Packaged Ice Cream Novelty,446
2023-07,Frozen Foods,388
2023-07,Packaged Bread Comm Bakery,77
2023-07,Salty Snacks,92
2023-07,Packaged Sweet Snacks,126
2023-07,Alternative Snacks,411
2023-07,Fresh Foods - Perish Groc,379
2023-07,Edible Grocery,406
2023-07,Non-edible Grocery,168
2023-07,Health And Beauty Care,468
2023-07,General Merchandise,259
2023-07,Publications,315
2023-07,Automotive Products,182
2023-07,Store Services Fee Income,468
2023-07,Store Services Fee Inc Tax,285
2023-07,Ice Bags,251
2023-07,Hot Dispensed Beverages,194
2023-07,Cold Dispensed Beverages,492
2023-07,Frozen Dispensed Beverages,473
2023-07,Car Wash Sls,384
2023-07,Car Wash Vending Sales,75
2023-07,Chilled Bev Fee,140
2023-07,Coupons,103
2023-07,Cravins To Order,244
2023-07,CTO Ing Shelf Stable,154
2023-07,Fe Gift Cards Radiant,459
2023-07,Floral,414
2023-07,Fresh Bakery,389
2023-07,Gen Merch Scan Data Sales,152
2023-07,JW European Cafe,234
2023-07,Lottery Instant Tickets,254
2023-07,Lottery ITVM Instant Tickets,489
2023-07,Lottery Online Sales,360
2023-07,Manual Fuel Radiant,399
2023-07,Money Orders Radiant,146
2023-07,Money Transfers,401
2023-07,No Scan Merch Radiant,139
2023-07,Novelty,480
2023-07,Phone Card Fee,265
2023-07,Supplies-retail,309
2023-08,Cigarettes,176
2023-08,Other Tobacco,242
2023-08,Beer,62
2023-08,Wine,124
2023-08,Packaged Beverages-nonalcoh,437
2023-08,Candy,189
2023-08,Fluid Milk Products,70
2023-08,Other Dairy Deli,167
2023-08,Pkg Sand Other Products,445
2023-08,Packaged Ice Cream Novelty,96
2023-08,Frozen Foods,493
2023-08,Packaged Bread Comm Bakery,408
2023-08,Salty Snacks,187
2023-08,Packaged Sweet Snacks,432
2023-08,Alternative Snacks,173
2023-08,Fresh Foods - Perish Groc,157
2023-08,Edible Grocery,201
2023-08,Non-edible Grocery,355
2023-08,Health And Beauty Care,82
2023-08,General Merchandise,375
2023-08,Publications,395
2023-08,Automotive Products,252
2023-08,Store Services Fee Income,384
2023-08,Store Services Fee Inc Tax,62
2023-08,Ice Bags,159
2023-08,Hot Dispensed Beverages,333
2023-08,Cold Dispensed Beverages,220
2023-08,Frozen Dispensed Beverages,460
2023-08,Car Wash Sls,110
2023-08,Car Wash Vending Sales,185
2023-08,Chilled Bev Fee,263
2023-08,Coupons,263
2023-08,Cravins To Order,210
2023-08,CTO Ing Shelf Stable,354
2023-08,Fe Gift Cards Radiant,213
2023-08,Floral,245
2023-08,Fresh Bakery,411
2023-08,Gen Merch Scan Data Sales,491
2023-08,JW European Cafe,121
2023-08,Lottery Instant Tickets,152
2023-08,Lottery ITVM Instant Tickets,107
2023-08,Lottery Online Sales,275
2023-08,Manual Fuel Radiant,163
2023-08,Money Orders Radiant,389
2023-08,Money Transfers,70
2023-08,No Scan Merch Radiant,434
2023-08,Novelty,283
2023-08,Phone Card Fee,157
2023-08,Supplies-retail,195
2023-09,Cigarettes,209
2023-09,Other Tobacco,263
2023-09,Beer,196
2023-09,Wine,81
2023-09,Packaged Beverages-nonalcoh,431
2023-09,Candy,477
2023-09,Fluid Milk Products,270
2023-09,Other Dairy Deli,229
2023-09,Pkg Sand Other Products,250
2023-09,Packaged Ice Cream Novelty,397
2023-09,Frozen Foods,77
2023-09,Packaged Bread Comm Bakery,62
2023-09,Salty Snacks,364
2023-09,Packaged Sweet Snacks,451
2023-09,Alternative Snacks,362
2023-09,Fresh Foods - Perish Groc,265
2023-09,Edible Grocery,277
2023-09,Non-edible Grocery,235
2023-09,Health And Beauty Care,324
2023-09,General Merchandise,289
2023-09,Publications,89
2023-09,Automotive Products,395
2023-09,Store Services Fee Income,257
2023-09,Store Services Fee Inc Tax,388
2023-09,Ice Bags,60
2023-09,Hot Dispensed Beverages,101
2023-09,Cold Dispensed Beverages,298
2023-09,Frozen Dispensed Beverages,138
2023-09,Car Wash Sls,460
2023-09,Car Wash Vending Sales,129
2023-09,Chilled Bev Fee,137
2023-09,Coupons,231
2023-09,Cravins To Order,200
2023-09,CTO Ing Shelf Stable,334
2023-09,Fe Gift Cards Radiant,432
2023-09,Floral,70
2023-09,Fresh Bakery,443
2023-09,Gen Merch Scan Data Sales,63
2023-09,JW European Cafe,250
2023-09,Lottery Instant Tickets,293
2023-09,Lottery ITVM Instant Tickets,71
2023-09,Lottery Online Sales,439
2023-09,Manual Fuel Radiant,226
2023-09,Money Orders Radiant,421
2023-09,Money Transfers,369
2023-09,No Scan Merch Radiant,65
2023-09,Novelty,113
2023-09,Phone Card Fee,397
2023-09,Supplies-retail,99
2023-10,Cigarettes,281
2023-10,Other Tobacco,485
2023-10,Beer,114
2023-10,Wine,133
2023-10,Packaged Beverages-nonalcoh,74
2023-10,Candy,188
2023-10,Fluid Milk Products,307
2023-10,Other Dairy Deli,421
2023-10,Pkg Sand Other Products,252
2023-10,Packaged Ice Cream Novelty,458
2023-10,Frozen Foods,87
2023-10,Packaged Bread Comm Bakery,307
2023-10,Salty Snacks,338
2023-10,Packaged Sweet Snacks,436
2023-10,Alternative Snacks,54
2023-10,Fresh Foods - Perish Groc,425
2023-10,Edible Grocery,177
2023-10,Non-edible Grocery,82
2023-10,Health And Beauty Care,401
2023-10,General Merchandise,328
2023-10,Publications,205
2023-10,Automotive Products,216
2023-10,Store Services Fee Income,171
2023-10,Store Services Fee Inc Tax,135
2023-10,Ice Bags,124
2023-10,Hot Dispensed Beverages,355
2023-10,Cold Dispensed Beverages,117
2023-10,Frozen Dispensed Beverages,426
2023-10,Car Wash Sls,86
2023-10,Car Wash Vending Sales,79
2023-10,Chilled Bev Fee,250
2023-10,Coupons,249
2023-10,Cravins To Order,378
2023-10,CTO Ing Shelf Stable,74
2023-10,Fe Gift Cards Radiant,122
2023-10,Floral,197
2023-10,Fresh Bakery,327
2023-10,Gen Merch Scan Data Sales,357
2023-10,JW European Cafe,460
2023-10,Lottery Instant Tickets,234
2023-10,Lottery ITVM Instant Tickets,384
2023-10,Lottery Online Sales,142
2023-10,Manual Fuel Radiant,426
2023-10,Money Orders Radiant,360
2023-10,Money Transfers,483
2023-10,No Scan Merch Radiant,315
2023-10,Novelty,242
2023-10,Phone Card Fee,153
2023-10,Supplies-retail,152
2023-11,Cigarettes,143
2023-11,Other Tobacco,217
2023-11,Beer,497
2023-11,Wine,447
2023-11,Packaged Beverages-nonalcoh,324
2023-11,Candy,137
2023-11,Fluid Milk Products,433
2023-11,Other Dairy Deli,471
2023-11,Pkg Sand Other Products,315
2023-11,Packaged Ice Cream Novelty,99
2023-11,Frozen Foods,208
2023-11,Packaged Bread Comm Bakery,452
2023-11,Salty Snacks,269
2023-11,Packaged Sweet Snacks,241
2023-11,Alternative Snacks,238
2023-11,Fresh Foods - Perish Groc,108
2023-11,Edible Grocery,149
2023-11,Non-edible Grocery,489
2023-11,Health And Beauty Care,222
2023-11,General Merchandise,177
2023-11,Publications,318
2023-11,Automotive Products,261
2023-11,Store Services Fee Income,52
2023-11,Store Services Fee Inc Tax,236
2023-11,Ice Bags,99
2023-11,Hot Dispensed Beverages,212
2023-11,Cold Dispensed Beverages,399
2023-11,Frozen Dispensed Beverages,485
2023-11,Car Wash Sls,276
2023-11,Car Wash Vending Sales,332
2023-11,Chilled Bev Fee,293
2023-11,Coupons,409
2023-11,Cravins To Order,136
2023-11,CTO Ing Shelf Stable,120
2023-11,Fe Gift Cards Radiant,491
2023-11,Floral,105
2023-11,Fresh Bakery,85
2023-11,Gen Merch Scan Data Sales,215
2023-11,JW European Cafe,316
2023-11,Lottery Instant Tickets,431
2023-11,Lottery ITVM Instant Tickets,74
2023-11,Lottery Online Sales,344
2023-11,Manual Fuel Radiant,51
2023-11,Money Orders Radiant,241
2023-11,Money Transfers,274
2023-11,No Scan Merch Radiant,234
2023-11,Novelty,418
2023-11,Phone Card Fee,367
2023-11,Supplies-retail,372
2023-12,Cigarettes,456
2023-12,Other Tobacco,146
2023-12,Beer,420
2023-12,Wine,188
2023-12,Packaged Beverages-nonalcoh,192
2023-12,Candy,161
2023-12,Fluid Milk Products,77
2023-12,Other Dairy Deli,103
2023-12,Pkg Sand Other Products,145
2023-12,Packaged Ice Cream Novelty,119
2023-12,Frozen Foods,470
2023-12,Packaged Bread Comm Bakery,137
2023-12,Salty Snacks,216
2023-12,Packaged Sweet Snacks,345
2023-12,Alternative Snacks,367
2023-12,Fresh Foods - Perish Groc,334
2023-12,Edible Grocery,59
2023-12,Non-edible Grocery,310
2023-12,Health And Beauty Care,312
2023-12,General Merchandise,494
2023-12,Publications,136
2023-12,Automotive Products,288
2023-12,Store Services Fee Income,116
2023-12,Store Services Fee Inc Tax,122
2023-12,Ice Bags,211
2023-12,Hot Dispensed Beverages,174
2023-12,Cold Dispensed Beverages,67
2023-12,Frozen Dispensed Beverages,313
2023-12,Car Wash Sls,440
2023-12,Car Wash Vending Sales,306
2023-12,Chilled Bev Fee,488
2023-12,Coupons,67
2023-12,Cravins To Order,151
2023-12,CTO Ing Shelf Stable,223
2023-12,Fe Gift Cards Radiant,204
2023-12,Floral,183
2023-12,Fresh Bakery,362
2023-12,Gen Merch Scan Data Sales,128
2023-12,JW European Cafe,342
2023-12,Lottery Instant Tickets,267
2023-12,Lottery ITVM Instant Tickets,442
2023-12,Lottery Online Sales,347
2023-12,Manual Fuel Radiant,469
2023-12,Money Orders Radiant,242
2023-12,Money Transfers,245
2023-12,No Scan Merch Radiant,235
2023-12,Novelty,263
2023-12,Phone Card Fee,251
2023-12,Supplies-retail,118
