Month,Product Category,Sales
2023-05,Manual Fuel Radiant,255
2023-05,Money Orders Radiant,107
2023-05,Money Transfers,340
2023-05,No Scan Merch Radiant,121
2023-05,Novelty,359
2023-05,Phone Card Fee,475
2023-05,Supplies-retail,70
2023-06,Cigarettes,319
2023-06,Other Tobacco,188
2023-06,Beer,192
2023-06,Wine,130
2023-06,Packaged Beverages-nonalcoh,412
2023-06,Candy,236
2023-06,Fluid Milk Products,353
2023-06,Other Dairy Deli,252
2023-06,Pkg Sand Other Products,362
2023-06,Packaged Ice Cream Novelty,90
2023-06,Frozen Foods,449
2023-06,Packaged Bread Comm Bakery,244
2023-06,Salty Snacks,424
2023-06,Packaged Sweet Snacks,249
2023-06,Alternative Snacks,302
2023-06,Fresh Foods - Perish Groc,103
2023-06,Edible Grocery,412
2023-06,Non-edible Grocery,74
2023-06,Health And Beauty Care,420
2023-06,General Merchandise,60
2023-06,Publications,472
2023-06,Automotive Products,328
2023-06,Store Services Fee Income,334
2023-06,Store Services Fee Inc Tax,150
2023-06,Ice Bags,444
2023-06,Hot Dispensed Beverages,231
2023-06,Cold Dispensed Beverages,87
2023-06,Frozen Dispensed Beverages,224
2023-06,Car Wash Sls,453
2023-06,Car Wash Vending Sales,389
2023-06,Chilled Bev Fee,302
2023-06,Coupons,357
2023-06,Cravins To Order,62
2023-06,CTO Ing Shelf Stable,383
2023-06,Fe Gift Cards Radiant,478
2023-06,Floral,403
2023-06,Fresh Bakery,81
2023-06,Gen Merch Scan Data Sales,214
2023-06,JW European Cafe,138
2023-06,Lottery Instant Tickets,338
2023-06,Lottery ITVM Instant Tickets,373
2023-06,Lottery Online Sales,344
2023-06,Manual Fuel Radiant,237
2023-06,Money Orders Radiant,462
2023-06,Money Transfers,472
2023-06,No Scan Merch Radiant,400
2023-06,Novelty,382
2023-06,Phone Card Fee,206
2023-06,Supplies-retail,363
2023-07,Cigarettes,142
2023-07,Other Tobacco,118
2023-07,Beer,259
2023-07,Wine,308
2023-07,Packaged Beverages-nonalcoh,383
2023-07,Candy,355
2023-07,Fluid Milk Products,357
2023-07,Other Dairy Deli,320
2023-07,Pkg Sand Other Products,431
2023-07,Packaged Ice Cream Novelty,144
2023-07,Frozen Foods,145
2023-07,Packaged Bread Comm Bakery,85
2023-07,Salty Snacks,240
2023-07,Packaged Sweet Snacks,167
2023-07,Alternative Snacks,310
2023-07,Fresh Foods - Perish Groc,55
2023-07,Edible Grocery,79
2023-07,Non-edible Grocery,91
2023-07,Health And Beauty Care,91
2023-07,General Merchandise,176
2023-07,Publications,225
2023-07,Automotive Products,91
2023-07,Store Services Fee Income,326
2023-07,Store Services Fee Inc Tax,79
2023-07,Ice Bags,149
2023-07,Hot Dispensed Beverages,458
2023-07,Cold Dispensed Beverages,160
2023-07,Frozen Dispensed Beverages,166
2023-07,Car Wash Sls,99
2023-07,Car Wash Vending Sales,83
2023-07,Chilled Bev Fee,388
2023-07,Coupons,310
2023-07,Cravins To Order,472
2023-07,CTO Ing Shelf Stable,52
2023-07,Fe Gift Cards Radiant,480
2023-07,Floral,457
2023-07,Fresh Bakery,89
2023-07,Gen Merch Scan Data Sales,161
2023-07,JW European Cafe,219
2023-07,Lottery Instant Tickets,420
2023-07,Lottery ITVM Instant Tickets,134
2023-07,Lottery Online Sales,177
2023-07,Manual Fuel Radiant,303
2023-07,Money Orders Radiant,183
2023-07,Money Transfers,254
2023-07,No Scan Merch Radiant,298
2023-07,Novelty,430
2023-07,Phone Card Fee,440
2023-07,Supplies-retail,353
2023-08,Cigarettes,341
2023-08,Other Tobacco,230
2023-08,Beer,231
2023-08,Wine,337
2023-08,Packaged Beverages-nonalcoh,228
2023-08,Candy,157
2023-08,Fluid Milk Products,257
2023-08,Other Dairy Deli,393
2023-08,Pkg Sand Other Products,173
2023-08,Packaged Ice Cream Novelty,407
2023-08,Frozen Foods,307
2023-08,Packaged Bread Comm Bakery,477
2023-08,Salty Snacks,377
2023-08,Packaged Sweet Snacks,309
2023-08,Alternative Snacks,494
2023-08,Fresh Foods - Perish Groc,378
2023-08,Edible Grocery,251
2023-08,Non-edible Grocery,435
2023-08,Health And Beauty Care,197
2023-08,General Merchandise,188
2023-08,Publications,247
2023-08,Automotive Products,475
2023-08,Store Services Fee Income,176
2023-08,Store Services Fee Inc Tax,162
2023-08,Ice Bags,377
2023-08,Hot Dispensed Beverages,302
2023-08,Cold Dispensed Beverages,467
2023-08,Frozen Dispensed Beverages,141
2023-08,Car Wash Sls,262
2023-08,Car Wash Vending Sales,401
2023-08,Chilled Bev Fee,162
2023-08,Coupons,128
2023-08,Cravins To Order,52
2023-08,CTO Ing Shelf Stable,94
2023-08,Fe Gift Cards Radiant,258
2023-08,Floral,127
2023-08,Fresh Bakery,252
2023-08,Gen Merch Scan Data Sales,461
2023-08,JW European Cafe,467
2023-08,Lottery Instant Tickets,341
2023-08,Lottery ITVM Instant Tickets,447
2023-08,Lottery Online Sales,70
2023-08,Manual Fuel Radiant,483
2023-08,Money Orders Radiant,215
2023-08,Money Transfers,324
2023-08,No Scan Merch Radiant,449
2023-08,Novelty,351
2023-08,Phone Card Fee,155
2023-08,Supplies-retail,112
2023-09,Cigarettes,449
2023-09,Other Tobacco,103
2023-09,Beer,96
2023-09,Wine,173
2023-09,Packaged Beverages-nonalcoh,481
2023-09,Candy,374
2023-09,Fluid Milk Products,282
2023-09,Other Dairy Deli,430
2023-09,Pkg Sand Other Products,122
2023-09,Packaged Ice Cream Novelty,328
2023-09,Frozen Foods,426
2023-09,Packaged Bread Comm Bakery,430
2023-09,Salty Snacks,67
2023-09,Packaged Sweet Snacks,425
2023-09,Alternative Snacks,403
2023-09,Fresh Foods - Perish Groc,419
2023-09,Edible Grocery,201
2023-09,Non-edible Grocery,121
2023-09,Health And Beauty Care,181
2023-09,General Merchandise,198
2023-09,Publications,332
2023-09,Automotive Products,446
2023-09,Store Services Fee Income,303
2023-09,Store Services Fee Inc Tax,257
2023-09,Ice Bags,187
2023-09,Hot Dispensed Beverages,195
2023-09,Cold Dispensed Beverages,296
2023-09,Frozen Dispensed Beverages,380
2023-09,Car Wash Sls,298
2023-09,Car Wash Vending Sales,131
2023-09,Chilled Bev Fee,144
2023-09,Coupons,474
2023-09,Cravins To Order,227
2023-09,CTO Ing Shelf Stable,339
2023-09,Fe Gift Cards Radiant,264
2023-09,Floral,426
2023-09,Fresh Bakery,314
2023-09,Gen Merch Scan Data Sales,366
2023-09,JW European Cafe,346
2023-09,Lottery Instant Tickets,85
2023-09,Lottery ITVM Instant Tickets,235
2023-09,Lottery Online Sales,167
2023-09,Manual Fuel Radiant,184
2023-09,Money Orders Radiant,172
2023-09,Money Transfers,81
2023-09,No Scan Merch Radiant,168
2023-09,Novelty,176
2023-09,Phone Card Fee,269
2023-09,Supplies-retail,324
2023-10,Cigarettes,357
2023-10,Other Tobacco,348
2023-10,Beer,107
2023-10,Wine,166
2023-10,Packaged Beverages-nonalcoh,77
2023-10,Candy,250
2023-10,Fluid Milk Products,216
2023-10,Other Dairy Deli,428
2023-10,Pkg Sand Other Products,407
2023-10,Packaged Ice Cream Novelty,393
2023-10,Frozen Foods,383
2023-10,Packaged Bread Comm Bakery,456
2023-10,Salty Snacks,263
2023-10,Packaged Sweet Snacks,470
2023-10,Alternative Snacks,335
2023-10,Fresh Foods - Perish Groc,330
2023-10,Edible Grocery,397
2023-10,Non-edible Grocery,175
2023-10,Health And Beauty Care,178
2023-10,General Merchandise,283
2023-10,Publications,85
2023-10,Automotive Products,222
2023-10,Store Services Fee Income,191
2023-10,Store Services Fee Inc Tax,75
2023-10,Ice Bags,127
2023-10,Hot Dispensed Beverages,368
2023-10,Cold Dispensed Beverages,211
2023-10,Frozen Dispensed Beverages,360
2023-10,Car Wash Sls,449
2023-10,Car Wash Vending Sales,273
2023-10,Chilled Bev Fee,199
2023-10,Coupons,144
2023-10,Cravins To Order,370
2023-10,CTO Ing Shelf Stable,73
2023-10,Fe Gift Cards Radiant,147
2023-10,Floral,131
2023-10,Fresh Bakery,265
2023-10,Gen Merch Scan Data Sales,183
2023-10,JW European Cafe,71
2023-10,Lottery Instant Tickets,276
2023-10,Lottery ITVM Instant Tickets,243
2023-10,Lottery Online Sales,193
2023-10,Manual Fuel Radiant,490
2023-10,Money Orders Radiant,392
2023-10,Money Transfers,342
2023-10,No Scan Merch Radiant,272
2023-10,Novelty,449
2023-10,Phone Card Fee,316
2023-10,Supplies-retail,238
2023-11,Cigarettes,228
2023-11,Other Tobacco,302
2023-11,Beer,179
2023-11,Wine,493
2023-11,Packaged Beverages-nonalcoh,184
2023-11,Candy,471
2023-11,Fluid Milk Products,242
2023-11,Other Dairy Deli,332
2023-11,Pkg Sand Other Products,165
2023-11,Packaged Ice Cream Novelty,298
2023-11,Frozen Foods,215
2023-11,Packaged Bread Comm Bakery,464
2023-11,Salty Snacks,115
2023-11,Packaged Sweet Snacks,350
2023-11,Alternative Snacks,223
2023-11,Fresh Foods - Perish Groc,346
2023-11,Edible Grocery,262
2023-11,Non-edible Grocery,73
2023-11,Health And Beauty Care,354
2023-11,General Merchandise,110
2023-11,Publications,284
2023-11,Automotive Products,296
2023-11,Store Services Fee Income,401
2023-11,Store Services Fee Inc Tax,296
2023-11,Ice Bags,135
2023-11,Hot Dispensed Beverages,427
2023-11,Cold Dispensed Beverages,74
2023-11,Frozen Dispensed Beverages,348
2023-11,Car Wash Sls,461
2023-11,Car Wash Vending Sales,303
2023-11,Chilled Bev Fee,402
2023-11,Coupons,328
2023-11,Cravins To Order,57
2023-11,CTO Ing Shelf Stable,421
2023-11,Fe Gift Cards Radiant,236
2023-11,Floral,382
2023-11,Fresh Bakery,446
2023-11,Gen Merch Scan Data Sales,283
2023-11,JW European Cafe,316
2023-11,Lottery Instant Tickets,144
2023-11,Lottery ITVM Instant Tickets,496
2023-11,Lottery Online Sales,398
2023-11,Manual Fuel Radiant,378
2023-11,Money Orders Radiant,222
2023-11,Money Transfers,251
2023-11,No Scan Merch Radiant,165
2023-11,Novelty,218
2023-11,Phone Card Fee,293
2023-11,Supplies-retail,327
2023-12,Cigarettes,196
2023-12,Other Tobacco,312
2023-12,Beer,471
2023-12,Wine,412
2023-12,Packaged Beverages-nonalcoh,314
2023-12,Candy,129
2023-12,Fluid Milk Products,391
2023-12,Other Dairy Deli,105
2023-12,Pkg Sand Other Products,381
2023-12,Packaged Ice Cream Novelty,140
2023-12,Frozen Foods,214
2023-12,Packaged Bread Comm Bakery,380
2023-12,Salty Snacks,423
2023-12,Packaged Sweet Snacks,304
2023-12,Alternative Snacks,74
2023-12,Fresh Foods - Perish Groc,264
2023-12,Edible Grocery,80
2023-12,Non-edible Grocery,94
2023-12,Health And Beauty Care,323
2023-12,General Merchandise,476
2023-12,Publications,123
2023-12,Automotive Products,307
2023-12,Store Services Fee Income,268
2023-12,Store Services Fee Inc Tax,214
2023-12,Ice Bags,311
2023-12,Hot Dispensed Beverages,388
2023-12,Cold Dispensed Beverages,478
2023-12,Frozen Dispensed Beverages,198
2023-12,Car Wash Sls,418
2023-12,Car Wash Vending Sales,272
2023-12,Chilled Bev Fee,92
2023-12,Coupons,97
2023-12,Cravins To Order,394
2023-12,CTO Ing Shelf Stable,322
2023-12,Fe Gift Cards Radiant,119
2023-12,Floral,150
2023-12,Fresh Bakery,355
2023-12,Gen Merch Scan Data Sales,368
2023-12,JW European Cafe,492
2023-12,Lottery Instant Tickets,151
2023-12,Lottery ITVM Instant Tickets,385
2023-12,Lottery Online Sales,174
2023-12,Manual Fuel Radiant,94
2023-12,Money Orders Radiant,230
2023-12,Money Transfers,89
2023-12,No Scan Merch Radiant,217
2023-12,Novelty,255
2023-12,Phone Card Fee,471
2023-12,Supplies-retail,481
